Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price,Brand,screen_inches,screen_res,screen_touch,CPU,disk_hdd,disk_ssd,disk_flash,disk_emmc,GPU,OS,is_discounted,Price_int,Shop
Laptop ACER Aspire 3 i3-8130U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-8130U,8,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,2 699,2 299,acer,15.6,1920x1080,0,i3,0,256,0,0,integrated,windows,1,2299,mediaexpert
Laptop ACER Nitro 5 Ryzen 5 4600H 8GB 512GB SSD GF-GTX 1650 DOS,"15.6"", 1920 x 1080px",AMD Ryzen 5 4600H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Brak,3 999,3 399,acer,15.6,1920x1080,0,ryzen 5,0,512,0,0,geforce gtx,none,1,3399,mediaexpert
Laptop ACER Nitro 5 i5-9300H 8GB 512GB SSD GF-GTX 1650 DOS,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Brak,,3 899,acer,15.6,1920x1080,0,i5,0,512,0,0,geforce gtx,none,0,3899,mediaexpert
Laptop LENOVO Legion Y540-15IRH i7-9750H 8GB 256GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,4 999,lenovo,15.6,1920x1080,0,i7,0,256,0,0,geforce gtx,windows,0,4999,mediaexpert
APPLE MacBook Air i3-1000NG4 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i3-1000NG4,8,256 GB SSD,Intel Iris Plus Graphics,macOS Catalina,4 999,4 849,apple,13.3,2560x1600,0,i3,0,256,0,0,integrated,macOS,1,4849,mediaexpert
Laptop DELL Inspiron 15 3593 i3-1005G1 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,2 599,dell,15.6,1920x1080,0,i3,0,256,0,0,integrated,windows,0,2599,mediaexpert
Laptop LENOVO Slim 1-14AST-05 A6-9220e 4GB 256GB SSD W10S,"14"", 1920 x 1080px",AMD A6-9220e,4,256 GB SSD,AMD Radeon R4,Windows 10 S,,1 793,lenovo,14.0,1920x1080,0,other,0,256,0,0,radeon r,windows,0,1793,mediaexpert
Laptop HUAWEI MateBook 13 Ryzen 5 3500U 8GB 512GB SSD W10,"13"", 2160 x 1440px",AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,3 199,huawei,13.0,2160x1440,0,ryzen 5,0,512,0,0,radeon vega,windows,0,3199,mediaexpert
Laptop LENOVO IdeaPad 3 Ryzen 3 3250U 4GB 256GB SSD W10,"17.3"", 1600 x 900px",AMD Ryzen 3 3250U,4,256 GB SSD,AMD Radeon Graphics,Windows 10 Home,2 749,2 349,lenovo,17.3,1600x900,0,ryzen 3,0,256,0,0,integrated,windows,1,2349,mediaexpert
Laptop LENOVO Legion Y740-15IRHg i7-9750H 16GB 512GB SSD GF-RTX 2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,7 229,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,7229,mediaexpert
Laptop ACER Aspire 7 i5-9300H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,4 199,3 699,acer,15.6,1920x1080,0,i5,0,512,0,0,geforce gtx,windows,1,3699,mediaexpert
Laptop LENOVO Legion Y540-15IRH i7-9750H 8GB 256GB SSD GF-GTX 1660Ti DOS,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,4 449,4 149,lenovo,15.6,1920x1080,0,i7,0,256,0,0,geforce gtx,none,1,4149,mediaexpert
Laptop LENOVO V15-ADA Ryzen 5 3500U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,2 899,lenovo,15.6,1920x1080,0,ryzen 5,0,256,0,0,radeon vega,windows,0,2899,mediaexpert
Laptop DELL Inspiron G5 5590 i7-9750H 8GB 1000GB 256GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,4 999,dell,15.6,1920x1080,0,i7,1024,256,0,0,geforce gtx,windows,0,4999,mediaexpert
Laptop LENOVO Legion Y540-15IRH i7-9750H 8GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,5 299,4 999,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,1,4999,mediaexpert
Laptop DELL Inspiron 15 3593 i7-1065G7 8GB 512GB SSD GF-MX230 W10,"15.6"", 1920 x 1080px",Intel Core i7-1065G7,8,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,3 799,dell,15.6,1920x1080,0,i7,0,512,0,0,geforce mx,windows,0,3799,mediaexpert
Laptop LENOVO V15-ADA Ryzen 5 3500U 8GB 256GB SSD DOS,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,Brak,,2 499,lenovo,15.6,1920x1080,0,ryzen 5,0,256,0,0,radeon vega,none,0,2499,mediaexpert
Laptop ASUS ZenBook 14 UX434FLC i7-10510U 16GB 512GB SSD GF-MX250 W10,"14"", 1920 x 1080px",Intel Core i7-10510U,16,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,5 299,asus,14.0,1920x1080,0,i7,0,512,0,0,geforce mx,windows,0,5299,mediaexpert
Laptop DELL Inspiron 15 3583 5405U 4GB 128GB SSD W10P,"15.6"", 1920 x 1080px",Intel Pentium Gold 5405U,4,128 GB SSD,Intel UHD Graphics,Windows 10 Professional,,2 099,dell,15.6,1920x1080,0,pentium,0,128,0,0,integrated,windows,0,2099,mediaexpert
APPLE MacBook Pro 16 i9-9980H 16GB 1000GB SSD AMD Pro 5500M macOS,"16"", 3072 x 1920px",Intel Core i9-9980H,16,1000 GB SSD,AMD Radeon Pro 5500M,macOS Catalina,,12 399,apple,16.0,3072x1920,0,i9,0,1024,0,0,radeon pro,macOS,0,12399,mediaexpert
Laptop LENOVO IdeaPad L340-15IRH i7-9750HF 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,4 849,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,0,4849,mediaexpert
APPLE MacBook Air i5-1030NG7 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-1030NG7,8,512 GB SSD,Intel Iris Plus Graphics,macOS Catalina,6 499,6 199,apple,13.3,2560x1600,0,i5,0,512,0,0,integrated,macOS,1,6199,mediaexpert
Laptop DELL Inspiron 15 5501 i5-1035G1 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,3 699,dell,15.6,1920x1080,0,i5,0,512,0,0,integrated,windows,0,3699,mediaexpert
Laptop DELL Inspiron 14 5401 i5-1035G1 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,4 399,3 899,dell,14.0,1920x1080,0,i5,0,512,0,0,integrated,windows,1,3899,mediaexpert
Laptop ASUS ZenBook Flip 15 i7-10510U 16GB 1000GB SSD GF-GTX 1050 Max-Q W10,"15.6"", 3840 x 2160px, Dotykowy",Intel Core i7-10510U,16,1000 GB SSD,NVIDIA GeForce GTX 1050 Max-Q,Windows 10 Home,,6 999,asus,15.6,3840x2160,1,i7,0,1024,0,0,geforce gtx,windows,0,6999,mediaexpert
Laptop ASUS ZenBook 15 UX534FTC i7-10510U 16GB 512GB SSD GF-GTX 1650 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-10510U,16,512 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Home,,5 999,asus,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,0,5999,mediaexpert
Laptop ACER Aspire 5 Ryzen 3 4300U 4GB 128GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 3 4300U,4,128 GB SSD,AMD Radeon Graphics,Windows 10 Home,,2 299,acer,15.6,1920x1080,0,ryzen 3,0,128,0,0,integrated,windows,0,2299,mediaexpert
Laptop DELL Inspiron 14 5401 i7-1065G7 16GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i7-1065G7,16,512 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,,4 599,dell,14.0,1920x1080,0,i7,0,512,0,0,integrated,windows,0,4599,mediaexpert
Laptop DELL G3 15 3500 i7-10750H 8G 512GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 499,dell,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,0,5499,mediaexpert
Laptop MSI Prestige 14 i5-10210U 16GB 512GB SSD GF-GTX 1650 Max-Q W10,"14"", 1920 x 1080px",Intel Core i5-10210U,16,512 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Home,5 699,5 299,msi,14.0,1920x1080,0,i5,0,512,0,0,geforce gtx,windows,1,5299,mediaexpert
Laptop LENOVO ThinkBook 15 IIL i5-1035G1 16GB 512GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,16,512 GB SSD,Intel UHD Graphics,Windows 10 Professional,,4 349,lenovo,15.6,1920x1080,0,i5,0,512,0,0,integrated,windows,0,4349,mediaexpert
Laptop LENOVO Legion Y540-15IRH i7-9750HF 8GB 512GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,512 GB SSD,NVIDIA GeForce RTX 2060,Brak,,5 149,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,none,0,5149,mediaexpert
Laptop LENOVO ThinkPad E15 i5-10210U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,3 699,lenovo,15.6,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3699,mediaexpert
Laptop DELL Inspiron 3593 i5-1035G1 4GB 256GB SSD GF-MX 230 W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,4,256 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,2 799,dell,15.6,1920x1080,0,i5,0,256,0,0,geforce mx,windows,0,2799,mediaexpert
Laptop LENOVO IdeaPad L340-15IRH i5-9300H 8GB 256GB SSD GF-GTX 1050 DOS,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,256 GB SSD,NVIDIA GeForce GTX 1050,Brak,,3 099,lenovo,15.6,1920x1080,0,i5,0,256,0,0,geforce gtx,none,0,3099,mediaexpert
Laptop MSI GF75 Thin 10SCSR i7-10750H 8GB 512GB SSD GF-GTX 1650Ti W10,"17.3"", 1920 x 1080px",Intel Core i7-10750H,8,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 599,msi,17.3,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,0,5599,mediaexpert
Laptop MSI GL65 i5-9300H 8GB 256GB SSD GF-GTX1650 DOS,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,256 GB SSD,NVIDIA GeForce GTX 1650,Brak,3 999,3 599,msi,15.6,1920x1080,0,i5,0,256,0,0,geforce gtx,none,1,3599,mediaexpert
Laptop LENOVO IdeaPad L340-15IRH i7-9750HF 8GB 256GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,256 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,4 099,lenovo,15.6,1920x1080,0,i7,0,256,0,0,geforce gtx,windows,0,4099,mediaexpert
Laptop DELL Inspiron 15 5505 Ryzen 5 4500U 8GB 512SGB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 4500U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,3 599,dell,15.6,1920x1080,0,ryzen 5,0,512,0,0,integrated,windows,0,3599,mediaexpert
Laptop LENOVO ThinkBook 15 IIL i7-1065G7 16GB 512GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i7-1065G7,16,512 GB SSD,Intel Iris Plus Graphics,Windows 10 Professional,,4 999,lenovo,15.6,1920x1080,0,i7,0,512,0,0,integrated,windows,0,4999,mediaexpert
APPLE MacBook Pro 13 i5-1038NG7 16GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-1038NG7,16,512 GB SSD,Intel Iris Plus Graphics,macOS Catalina,,9 890,apple,13.3,2560x1600,0,i5,0,512,0,0,integrated,macOS,0,9890,mediaexpert
Laptop LENOVO ThinkPad E14 Ryzen 5 4500U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",AMD Ryzen 5 4500U,8,256 GB SSD,AMD Radeon Graphics,Windows 10 Professional,3 799,3 649,lenovo,14.0,1920x1080,0,ryzen 5,0,256,0,0,integrated,windows,1,3649,mediaexpert
Laptop ACER Aspire 3 i5-1035G1 8GB 1000GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,1000 GB SSD,Intel UHD Graphics,Windows 10 Home,3 199,2 899,acer,15.6,1920x1080,0,i5,0,1024,0,0,integrated,windows,1,2899,mediaexpert
Laptop ACER Swift 3 Ryzen 3 4300U 4GB 256GB SSD W10,"14"", 1920 x 1080px",AMD Ryzen 3 4300U,4,256 GB SSD,AMD Radeon Graphics,Windows 10 Home,,2 699,acer,14.0,1920x1080,0,ryzen 3,0,256,0,0,integrated,windows,0,2699,mediaexpert
Laptop DELL G5 15 5500 i7-10750H 8GB 512GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 699,dell,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,0,5699,mediaexpert
Laptop ASUS Rog Zephyrus G14 GA401II Ryzen 7 4800HS 16GB 512GB SSD GF-GTX 1650Ti W10,"14"", 1920 x 1080px",AMD Ryzen 7 4800HS,16,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 899,asus,14.0,1920x1080,0,ryzen 7,0,512,0,0,geforce gtx,windows,0,5899,mediaexpert
Laptop DELL Inspiron 3593 i5-1035G1 4GB 256GB SSD GF-MX 230 W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,4,256 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,2 799,dell,15.6,1920x1080,0,i5,0,256,0,0,geforce mx,windows,0,2799,mediaexpert
Laptop LENOVO IdeaPad Gaming 3 15IMH05 i5-10300H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,4 499,4 099,lenovo,15.6,1920x1080,0,i5,0,512,0,0,geforce gtx,windows,1,4099,mediaexpert
Laptop LENOVO ThinkPad E15 Ryzen 5 4500U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",AMD Ryzen 5 4500U,8,256 GB SSD,AMD Radeon Vega 6,Windows 10 Professional,4 399,4 199,lenovo,15.6,1920x1080,0,ryzen 5,0,256,0,0,radeon vega,windows,1,4199,mediaexpert
Laptop ACER Chromebook CB314-1H-C55X N4000 4GB 32GB eMMC Chrome,"14"", 1920 x 1080px",Intel Celeron N4000,4,32 GB Flash,Intel UHD Graphics 600,Chrome OS,,1 399,acer,14.0,1920x1080,0,celeron,0,0,32,0,integrated,chrome OS,0,1399,mediaexpert
Laptop ASUS Rog Zephyrus G15 GA502IU Ryzen 7 4800H 16GB 1000GB SSD GF-GTX 1660Ti Max-Q W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,16,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home,,6 399,asus,15.6,1920x1080,0,ryzen 7,0,1024,0,0,geforce gtx,windows,0,6399,mediaexpert
Laptop ASUS ZenBook 14 i5-10210U 8GB 512GB SSD DOS,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Brak,,3 599,asus,14.0,1920x1080,0,i5,0,512,0,0,integrated,none,0,3599,mediaexpert
Laptop HUAWEI MateBook X Pro i7-10510U 16GB 1000GB SSD GF-MX250 W10P,"13.9"", 3000 x 2000px",Intel Core i7-10510U,16,1000 GB SSD,NVIDIA GeForce MX250,Windows 10 Professional,,8 489,huawei,13.9,3000x2000,0,i7,0,1024,0,0,geforce mx,windows,0,8489,mediaexpert
Laptop LENOVO ThinkPad E15 i3-10110U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i3-10110U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,3 649,lenovo,15.6,1920x1080,0,i3,0,256,0,0,integrated,windows,0,3649,mediaexpert
Laptop DELL Inspiron G5 5590 i7-9750H 16GB 1000GB 256GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,6 799,dell,15.6,1920x1080,0,i7,1024,256,0,0,geforce gtx,windows,0,6799,mediaexpert
Laptop LENOVO V340-17IWL i5-8265U 8GB 256GB SSD W10P,"17.3"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,3 799,lenovo,17.3,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3799,mediaexpert
Laptop ASUS Rog Zephyrus M15 i7-10750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,7 999,asus,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,7999,mediaexpert
Laptop LENOVO IdeaPad Gaming 3 15IMH05 i7-10750H 8GB 512GB SSD GF-GTX 1650 DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Brak,4 499,4 099,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,none,1,4099,mediaexpert
Laptop ACER Aspire 5 Ryzen 7 4700U 4GB 128GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4700U,4,128 GB SSD,AMD Radeon Graphics,Windows 10 Home,,2 999,acer,15.6,1920x1080,0,ryzen 7,0,128,0,0,integrated,windows,0,2999,mediaexpert
Laptop ASUS Rog Zephyrus G14 GA401IU Ryzen 7 4800HS 16GB 512GB SSD GF-GTX 1660Ti Max-Q W10,"14"", 1920 x 1080px",AMD Ryzen 7 4800HS,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home,,6 599,asus,14.0,1920x1080,0,ryzen 7,0,512,0,0,geforce gtx,windows,0,6599,mediaexpert
Laptop MSI Modern 14 A10M i7-10510U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i7-10510U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,3 999,msi,14.0,1920x1080,0,i7,0,512,0,0,integrated,windows,0,3999,mediaexpert
Laptop MSI Prestige 15 i7-10710U 8GB 512GB SSD GF-GTX 1650 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-10710U,8,512 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Home,5 999,5 799,msi,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,1,5799,mediaexpert
Laptop MICROSOFT Surface Pro 7 i3-1005G1 4GB 128GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i3-1005G1,4,128 GB SSD,Intel Iris Plus Graphics 650,Windows 10 Home,3 799,3 684,microsoft,12.3,2736x1824,1,i3,0,128,0,0,integrated,windows,1,3684,mediaexpert
Laptop ASUS ZenBook Pro UX550GE i5-8300H 8GB 512GB SSD GF-GTX1050TI W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,512 GB SSD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,5 599,asus,15.6,1920x1080,0,i5,0,512,0,0,geforce gtx,windows,0,5599,mediaexpert
Laptop DELL Inspiron G5 5590 i7-9750H 16GB 1000GB 256GB SSD GF-RTX2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 999,dell,15.6,1920x1080,0,i7,1024,256,0,0,geforce rtx,windows,0,6999,mediaexpert
Laptop DELL Inspiron 15 (5570-6714) i7-8550U 8GB 2000GB 128GB SSD Radeon 530 W10,"15.6"", 1920 x 1080px",Intel Core i7-8550U,8,2000 GB HDD + 128 GB SSD,AMD Radeon 530,Windows 10 Home,,3 599,dell,15.6,1920x1080,0,i7,2048,128,0,0,radeon 5,windows,0,3599,mediaexpert
Laptop MSI GF75 Thin 10SCSR i5-10300H 8GB 512GB SSD GF-GTX 1650Ti W10,"17.3"", 1920 x 1080px",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,5 199,4 899,msi,17.3,1920x1080,0,i5,0,512,0,0,geforce gtx,windows,1,4899,mediaexpert
Laptop MSI GE66 Raider i7-10875H 16GB 1000GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-10875H,16,1000 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,9 799,8 999,msi,15.6,1920x1080,0,i7,0,1024,0,0,geforce rtx,windows,1,8999,mediaexpert
Laptop LENOVO Legion Y540-15IRH i7-9750HF 8GB 512GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 599,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,0,5599,mediaexpert
Laptop LENOVO Yoga C640-13IML i5-10210U 8GB 512GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,4 299,lenovo,13.3,1920x1080,1,i5,0,512,0,0,integrated,windows,0,4299,mediaexpert
Laptop DELL Inspiron 15 5505 Ryzen 5 4500U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 4500U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home,,3 299,dell,15.6,1920x1080,0,ryzen 5,0,256,0,0,integrated,windows,0,3299,mediaexpert
Laptop LG Gram 15Z90N-V i5-1053G7 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G7,8,256 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,6 199,5 699,lg,15.6,1920x1080,0,i5,0,256,0,0,integrated,windows,1,5699,mediaexpert
Laptop ACER Chromebook CB314-1H-P43Q N5000 4GB 64GB eMMC Chrome,"14"", 1920 x 1080px",Intel Pentium N5000,4,64 GB Flash,Intel UHD Graphics 605,Chrome OS,,1 599,acer,14.0,1920x1080,0,pentium,0,0,64,0,integrated,chrome OS,0,1599,mediaexpert
Laptop DELL Inspiron 14 5491 i7-10510U 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-10510U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,4 499,dell,14.0,1920x1080,1,i7,0,512,0,0,integrated,windows,0,4499,mediaexpert
Laptop ACER Aspire 5 A515-44 Ryzen 5 4500U 4GB 128GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 4500U,4,128 GB SSD,AMD Radeon Graphics,Windows 10 Home,,2 549,acer,15.6,1920x1080,0,ryzen 5,0,128,0,0,integrated,windows,0,2549,mediaexpert
Laptop MSI Creator 15M i7-10750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,7 649,6 999,msi,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,1,6999,mediaexpert
Laptop LENOVO IdeaPad C340-14API Ryzen 3 3200U 8GB 256GB SSD W10,"14"", 1920 x 1080px",AMD Ryzen 3 3200U,8,256 GB SSD,AMD Radeon Vega 3,Windows 10 Home,2 999,2 899,lenovo,14.0,1920x1080,0,ryzen 3,0,256,0,0,radeon vega,windows,1,2899,mediaexpert
Laptop HUAWEI MateBook X Pro i5-10210U 16GB 512GB SSD GF-MX250 W10P,"13.9"", 3000 x 2000px",Intel Core i5-10210U,16,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Professional,,6 999,huawei,13.9,3000x2000,0,i5,0,512,0,0,geforce mx,windows,0,6999,mediaexpert
Laptop LENOVO V14 IIL i5-1035G1 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-1035G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,3 199,lenovo,14.0,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3199,mediaexpert
Laptop HP Spectre x360 13-AW0017NW i7-1065G7 16GB 512GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i7-1065G7,16,512 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,,6 750,hp,13.3,1920x1080,1,i7,0,512,0,0,integrated,windows,0,6750,mediaexpert
Laptop ACER Predator Helios 700 i7-9750H 16GB 1000GB 512GB SSD GF-RTX 2070 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,10 299,acer,17.3,1920x1080,0,i7,1024,512,0,0,geforce rtx,windows,0,10299,mediaexpert
Laptop ACER Aspire 7 i7-8705G 8GB 512GB SSD DOS,"15.6"", 1920 x 1080px",Intel Core i7-8705G,8,512 GB SSD,AMD Radeon RX Vega M GL,Brak,,3 599,acer,15.6,1920x1080,0,i7,0,512,0,0,radeon rx,none,0,3599,mediaexpert
Laptop LENOVO ThinkPad E15 i5-10210U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,1000 GB HDD + 256 GB SSD,AMD Radeon RX 640,Windows 10 Professional,4 399,4 199,lenovo,15.6,1920x1080,0,i5,1024,256,0,0,radeon rx,windows,1,4199,mediaexpert
Laptop LENOVO ThinkPad E14 i5-10210U 16GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-10210U,16,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,4 299,lenovo,14.0,1920x1080,0,i5,0,256,0,0,integrated,windows,0,4299,mediaexpert
Laptop MSI Raider GE75 i7-9750H 16GB 1000GB 512GB SSD GF-RTX2080 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2080,Windows 10 Home,,10 399,msi,17.3,1920x1080,0,i7,1024,512,0,0,geforce rtx,windows,0,10399,mediaexpert
