Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price,Brand,screen_inches,screen_res,screen_touch,CPU,disk_hdd,disk_ssd,disk_flash,disk_emmc,GPU,OS,is_discounted,Price_int,Shop
Laptop ASUS Rog Zephyrus S i7-9750H 32GB 1000GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,32,1000 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,10 699,asus,15.6,1920x1080,0,i7,0,1024,0,0,geforce rtx,windows,0,10699,mediaexpert
Laptop ASUS Rog Strix Scar III G531GW i7-9750H 16GB 1000GB 512GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,8 899,asus,15.6,1920x1080,0,i7,1024,512,0,0,geforce rtx,windows,0,8899,mediaexpert
Laptop ASUS Rog Strix Scar III i7-9750H 16GB 1000GB 512GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,8 699,asus,15.6,1920x1080,0,i7,1024,512,0,0,geforce rtx,windows,0,8699,mediaexpert
Laptop MSI Stealth GS65 i7-9750H 16GB 1000GB SSD GF-RTX 2070 MaxQ W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,8 999,8 199,msi,15.6,1920x1080,0,i7,0,1024,0,0,geforce rtx,windows,1,8199,mediaexpert
Laptop LENOVO ThinkPad X1 Carbon 7 i5-8265U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,7 999,lenovo,14.0,1920x1080,0,i5,0,256,0,0,integrated,windows,0,7999,mediaexpert
Laptop LENOVO ThinkPad T490 i5-8265U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,5 899,lenovo,14.0,1920x1080,0,i5,0,256,0,0,integrated,windows,0,5899,mediaexpert
Laptop MSI GE65 Raider 9SF i7-9750H 16GB 512GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,8 799,msi,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,8799,mediaexpert
Laptop LENOVO ThinkPad X1 Carbon 7 i7-8565U 16GB 512GB SSD W10P,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8565U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,9 590,lenovo,14.0,1920x1080,1,i7,0,512,0,0,integrated,windows,0,9590,mediaexpert
Laptop ACER Predator Triton 500 i7-9750H 16GB 1000GB SSD GF-RTX 2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,8 999,acer,15.6,1920x1080,0,i7,0,1024,0,0,geforce rtx,windows,0,8999,mediaexpert
Laptop ACER Predator Triton 500 i7-9750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,7 799,acer,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,7799,mediaexpert
Laptop MSI GS65 Stealth 9SG i7-9750H 16GB 1000GB SSD GF-RTX2080 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2080 Max-Q,Windows 10 Home,,10 499,msi,15.6,1920x1080,0,i7,0,1024,0,0,geforce rtx,windows,0,10499,mediaexpert
Laptop HP Omen 15-DC1028NW i7-8750H 16GB 1000GB 256GB SSD GF-RTX2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,8 999,hp,15.6,1920x1080,0,i7,1024,256,0,0,geforce rtx,windows,0,8999,mediaexpert
Laptop DELL Latitude 5500 i5-8365U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-8365U,16,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,5 658,dell,15.6,1920x1080,0,i5,0,256,0,0,integrated,windows,0,5658,mediaexpert
Laptop ASUS ROG Zephyrus S GX502GV i9-9750H 16GB 512GB SSD RTX2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,8 999,asus,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,8999,mediaexpert
APPLE MacBook Pro 13 i5-8279U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8279U,8,512 GB SSD,Intel Iris Plus Graphics 655,MacOS Mojave,,8 439,apple,13.3,2560x1600,0,i5,0,512,0,0,integrated,macOS,0,8439,mediaexpert
Laptop ACER Predator Helios 700 i7-9750H 16GB 512GB GF-RTX 2070 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,10 024,acer,17.3,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,10024,mediaexpert
Laptop ACER Predator Helios 300 i7-9750H 8GB 512GB SSD GF-RTX2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 799,acer,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,6799,mediaexpert
Laptop MSI P65 Creator 8SF i7-8750H 16GB 512GB SSD GF-GTX1060 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,512 GB SSD,NVIDIA GeForce GTX 1060,Windows 10 Home,,9 799,msi,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,0,9799,mediaexpert
Laptop MSI GS65 Stealth 9SD i7-9750H 16GB 256GB SSD GTX1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,6 399,msi,15.6,1920x1080,0,i7,0,256,0,0,geforce gtx,windows,0,6399,mediaexpert
Laptop HIRO 760-H51 (NBC760-H51 NTT) I7-8750H 32GB 1000GB 512GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,2000 GB HDD + 2000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,10 699,hiro,15.6,1920x1080,0,i7,2048,2048,0,0,geforce rtx,none,0,10699,mediaexpert
Laptop HIRO 760-H35 (NBC760-H35 NTT) i7-8750H 16GB 1000GB 250GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,2000 GB HDD + 1000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,9 399,hiro,15.6,1920x1080,0,i7,2048,1024,0,0,geforce rtx,none,0,9399,mediaexpert
Laptop HIRO 760-H33 (NBC760-H33 NTT) i7-8750H 16GB 1000GB 512GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,2000 GB HDD + 2000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,10 999,hiro,15.6,1920x1080,0,i7,2048,2048,0,0,geforce rtx,none,0,10999,mediaexpert
Laptop HIRO 770-H51 (NBC770-H51 NTT) i7-8750H 32GB 1000GB 512GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Brak,,9 099,hiro,15.6,1920x1080,0,i7,1024,512,0,0,geforce rtx,none,0,9099,mediaexpert
Laptop HIRO 770-H33 (NBC770-H33 NTT) i7-8750H 16GB 1000GB 512GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Brak,,8 599,hiro,15.6,1920x1080,0,i7,1024,512,0,0,geforce rtx,none,0,8599,mediaexpert
Laptop ASUS Rog Strix (GL504GS-ES057T) i7-8750H 16GB 1000GB 256GB SSD GF-GTX1070 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1070,Windows 10 Home,,8 999,asus,15.6,1920x1080,0,i7,1024,256,0,0,geforce gtx,windows,0,8999,mediaexpert
Laptop LENOVO Yoga 920-13IKB i5-8250U 8GB 256GB SSD W10,"13.9"", 3840 x 2160px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,6 799,lenovo,13.9,3840x2160,1,i5,0,256,0,0,integrated,windows,0,6799,mediaexpert
Laptop ACER Swift 7 i7-8500Y 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8500Y,8,512 GB SSD,Intel UHD Graphics 615,Windows 10 Home,,7 599,acer,14.0,1920x1080,1,i7,0,512,0,0,integrated,windows,0,7599,mediaexpert
Laptop ACER Swift 7 i7-8500Y 16GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8500Y,16,512 GB SSD,Intel UHD Graphics 615,Windows 10 Home,,8 099,acer,14.0,1920x1080,1,i7,0,512,0,0,integrated,windows,0,8099,mediaexpert
Laptop ACER Swift 7 i7-8500Y 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8500Y,8,512 GB SSD,Intel UHD Graphics 615,Windows 10 Home,,6 799,acer,14.0,1920x1080,1,i7,0,512,0,0,integrated,windows,0,6799,mediaexpert
Laptop ACER Swift 7 i7-8500Y 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8500Y,8,256 GB SSD,Intel UHD Graphics 615,Windows 10 Home,,6 599,acer,14.0,1920x1080,1,i7,0,256,0,0,integrated,windows,0,6599,mediaexpert
Laptop MICROSOFT Surface Pro (FKH-00004) i7-7660U 16GB 512GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i7-7660U,16,512 GB SSD,Intel Iris Plus Graphics 640,Windows 10 Professional,,10 599,microsoft,12.3,2736x1824,1,i7,0,512,0,0,integrated,windows,0,10599,mediaexpert
Laptop ACER Predator Triton 500 i7-8750H 32GB 512GB(x2) SSD GF-RTX2080 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,512 (x2) GB SSD,NVIDIA GeForce RTX 2080 Max-Q,Windows 10 Home,,11 499,acer,15.6,1920x1080,0,i7,0,1024,0,0,geforce rtx,windows,0,11499,mediaexpert
Laptop ACER Predator Triton 500 i7-8750H 16GB 256GB SSD GF-RTX2080 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,256 GB SSD,NVIDIA GeForce RTX 2080 Max-Q,Windows 10 Home,,10 999,acer,15.6,1920x1080,0,i7,0,256,0,0,geforce rtx,windows,0,10999,mediaexpert
APPLE MacBook 12 i5 8GB 512GB SSD macOS,"12"", 2304 x 1440px",Intel Core i5,8,512 GB SSD,Intel HD Graphics 615,macOS Sierra,,7 799,apple,12.0,2304x1440,0,i5,0,512,0,0,integrated,macOS,0,7799,mediaexpert
Laptop DELL Inspiron 13 (7386-7345) i5-8265U 8GB 256GB SSD UHD Graphics 620 W10 Home,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,4 499,dell,13.3,1920x1080,1,i5,0,256,0,0,integrated,windows,0,4499,mediaexpert
Laptop HIRO 850EJ (NBCN850EJ1-H29 NTT) i5-8300H 16GB 250GB SSD GF-GTX1050 DOS,"15.6"", 1920 x 1080px",Intel Core i5-8300H,16,250 GB SSD,NVIDIA GeForce GTX 1050,Brak,,3 999,hiro,15.6,1920x1080,0,i5,0,256,0,0,geforce gtx,none,0,3999,mediaexpert
Laptop HIRO 850 (NBCN850EJ1-H05 NTT) i5-8300H 8GB 1000GB GF-GTX1050 DOS,"15.6"", 1920 x 1080px",Intel Core i5-8300H,16,500 GB HDD,NVIDIA GeForce GTX 1050,Brak,,3 999,hiro,15.6,1920x1080,0,i5,512,0,0,0,geforce gtx,none,0,3999,mediaexpert
Laptop MSI GS65 Stealth Thin 8RE-237PL i7-8750H 8GB 256GB SSD GF-GTX1060 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,256 GB SSD,NVIDIA GeForce GTX 1060,Windows 10 Home,,6 099,msi,15.6,1920x1080,0,i7,0,256,0,0,geforce gtx,windows,0,6099,mediaexpert
Laptop MICROSOFT Surface Pro (FJU-00004) i5-7300 4GB 128GB SSD W10P,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-7300U,4,128 GB SSD,Intel HD Graphics 620,Windows 10 Professional,,5 088,microsoft,12.3,2736x1824,1,i5,0,128,0,0,integrated,windows,0,5088,mediaexpert
Laptop DELL XPS 15 (9575-6486) i7-8705G 16GB 512GB SSD RX Vega 870 W10P,"15.6"", 3840 x 2160px, Dotykowy",Intel Core i7-8705G,16,512 GB SSD,AMD Radeon RX Vega 870,Windows 10 Home,,12 712,dell,15.6,3840x2160,1,i7,0,512,0,0,radeon rx,windows,0,12712,mediaexpert
Laptop LENOVO ThinkPad T480s i7-8550U 16GB 512GB SSD W10P,"14"", 1920 x 1080px",Intel Core i7-8550U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,9 399,lenovo,14.0,1920x1080,0,i7,0,512,0,0,integrated,windows,0,9399,mediaexpert
Laptop HUAWEI MateBook D15 RYZEN 5 3500U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,2 799,2 499,huawei,15.6,1920x1080,0,ryzen 5,0,256,0,0,radeon vega,windows,1,2499,mediaexpert
Laptop LENOVO Legion Y540-15IRH i7-9750HF 8GB 512GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 277,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce gtx,windows,0,5277,mediaexpert
Laptop HP 255 G7 A4-9125 8GB 256GB SSD DOS,"15.6"", 1920 x 1080px",AMD A4-9125,8,256 GB SSD,AMD Radeon R3,Brak,,1 699,hp,15.6,1920x1080,0,other,0,256,0,0,radeon r,none,0,1699,mediaexpert
APPLE MacBook Pro 13 i5-8257U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,512 GB SSD,Intel Iris Plus Graphics 645,macOS Catalina,,7 499,apple,13.3,2560x1600,0,i5,0,512,0,0,integrated,macOS,0,7499,mediaexpert
APPLE MacBook Pro 16 i7-9760H 16GB 512GB SSD AMD Pro 5300M macOS,"16"", 3072 x 1920px",Intel Core i7-9760H,16,512 GB SSD,AMD Radeon Pro 5300M,macOS Catalina,,10 746,apple,16.0,3072x1920,0,i7,0,512,0,0,radeon pro,macOS,0,10746,mediaexpert
APPLE MacBook Pro 13 i5-8257U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,512 GB SSD,Intel Iris Plus Graphics 645,macOS Catalina,,7 299,apple,13.3,2560x1600,0,i5,0,512,0,0,integrated,macOS,0,7299,mediaexpert
APPLE MacBook Pro 16 i9-9980H 16GB 1000GB SSD AMD Pro 5500M macOS,"16"", 3072 x 1920px",Intel Core i9-9980H,16,1000 GB SSD,AMD Radeon Pro 5500M,macOS Catalina,,12 390,apple,16.0,3072x1920,0,i9,0,1024,0,0,radeon pro,macOS,0,12390,mediaexpert
Laptop HUAWEI MateBook 13 i7-10510U 16GB 512GB SSD GF-MX250 W10,"13"", 2160 x 1440px, Dotykowy",Intel Core i7-10510U,16,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,6 088,huawei,13.0,2160x1440,1,i7,0,512,0,0,geforce mx,windows,0,6088,mediaexpert
Laptop DELL Inspiron 7590 i5-9300H 8GB 512GB SSD GF- GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,4 951,dell,15.6,1920x1080,0,i5,0,512,0,0,geforce gtx,windows,0,4951,mediaexpert
Laptop ACER Predator Helios 300 i7-9750H 16GB 512GB SSD GF-RTX2070 Max-Q W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,7 999,acer,17.3,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,7999,mediaexpert
Laptop DELL Vostro 3590 i5-10210U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,3 649,dell,15.6,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3649,mediaexpert
Laptop LENOVO ThinkPad X1 Carbon 7 i5-8265U 16GB 512GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8265U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,7 890,lenovo,14.0,1920x1080,0,i5,0,512,0,0,integrated,windows,0,7890,mediaexpert
Laptop LENOVO Legion Y540-15IRH i7-9750HF 8GB 1000GB SSD GF-GTX 1660Ti DOS,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,5 499,5 074,lenovo,15.6,1920x1080,0,i7,0,1024,0,0,geforce gtx,none,1,5074,mediaexpert
Laptop LENOVO Legion Y540-17IRH i7-9750HF 8GB 512GB SSD GF-GTX 1660Ti DOS,"17.3"", 1920 x 1080px",Intel Core i7-9750HF,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,5 899,5 175,lenovo,17.3,1920x1080,0,i7,0,512,0,0,geforce gtx,none,1,5175,mediaexpert
Laptop DYNABOOK Satellite Pro L50-G-1GF i5-10210U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,256 GB SSD,Intel HD Graphics,Windows 10 Professional,,3 796,dynabook,15.6,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3796,mediaexpert
Laptop DYNABOOK Satellite Pro L50-G-11L i7-10710U 16GB 512GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i7-10710U,16,512 GB SSD,Intel UHD Graphics,Windows 10 Professional,,4 501,dynabook,15.6,1920x1080,0,i7,0,512,0,0,integrated,windows,0,4501,mediaexpert
Laptop Lenovo Essential V15 i3-8130U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i3-8130U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,2 949,lenovo,15.6,1920x1080,0,i3,0,256,0,0,integrated,windows,0,2949,mediaexpert
Laptop ACER Predator Helios 700 i7-9750H 16GB 1000GB SSD GF-RTX 2070 Max-Q W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,10 299,acer,17.3,1920x1080,0,i7,0,1024,0,0,geforce rtx,windows,0,10299,mediaexpert
Laptop LENOVO Legion Y540-17IRH i5-9300H 8GB 256GB SSD GF-GTX1660Ti W10,"17.3"", 1920 x 1080px",Intel Core i5-9300H,8,256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 074,lenovo,17.3,1920x1080,0,i5,0,256,0,0,geforce gtx,windows,0,5074,mediaexpert
Laptop LENOVO Legion Y540-15IRH i5-9300H 8GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,5 599,lenovo,15.6,1920x1080,0,i5,0,512,0,0,geforce rtx,windows,0,5599,mediaexpert
Laptop MSI GE65 Raider 9SE i7-9750H 16GB 1000GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,8 898,msi,15.6,1920x1080,0,i7,1024,512,0,0,geforce rtx,windows,0,8898,mediaexpert
Laptop LENOVO ThinkPad L490 i7-8565U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i7-8565U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,4 422,lenovo,14.0,1920x1080,0,i7,0,256,0,0,integrated,windows,0,4422,mediaexpert
Laptop DYNABOOK Portege X30-E-1GD i5-8250U 8GB 256GB SSD W10P,"13.3"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,4 525,dynabook,13.3,1920x1080,0,i5,0,256,0,0,integrated,windows,0,4525,mediaexpert
Laptop DYNABOOK Portege X30-E-1G7 i5-8250U 8GB 256GB SSD W10P,"13.3"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel HD Graphics 620,Windows 10 Professional,,4 503,dynabook,13.3,1920x1080,0,i5,0,256,0,0,integrated,windows,0,4503,mediaexpert
Laptop DYNABOOK Portege X30-E-1GE,"13.3"", 1920 x 1080px",Intel Core i7-8550U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,4 380,dynabook,13.3,1920x1080,0,i7,0,256,0,0,integrated,windows,0,4380,mediaexpert
Laptop DYNABOOK Tecra X40-E-1F7 i5-8250U 8GB 256GB SSD W10P,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,5 709,dynabook,14.0,1920x1080,1,i5,0,256,0,0,integrated,windows,0,5709,mediaexpert
Laptop HP ZBook 14u G6 i5-8365U 16GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8365U,16,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,6 995,hp,14.0,1920x1080,0,i5,0,256,0,0,integrated,windows,0,6995,mediaexpert
Laptop DELL Inspiron G5 5590 i7-9750H 16GB 512GB SSD RTX2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,8 499,dell,15.6,1920x1080,0,i7,0,512,0,0,geforce rtx,windows,0,8499,mediaexpert
APPLE MacBook Pro 13 i5-8279U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8279U,8,512 GB SSD,Intel Iris Plus Graphics 655,MacOS Mojave,7 999,7 299,apple,13.3,2560x1600,0,i5,0,512,0,0,integrated,macOS,1,7299,mediaexpert
Laptop HIRO 770-H53 (NBC770-H53 NTT) i7-8750H 32GB 1000GB 250GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,1000 GB HDD + 250 GB SSD,NVIDIA GeForce RTX 2070,Brak,,9 029,hiro,15.6,1920x1080,0,i7,1024,256,0,0,geforce rtx,none,0,9029,mediaexpert
Laptop HIRO 760-H53 (NBC760-H53 NTT) i7-8750H 32GB 1000GB 250GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,2000 GB HDD + 1000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,8 799,hiro,15.6,1920x1080,0,i7,2048,1024,0,0,geforce rtx,none,0,8799,mediaexpert
Laptop HIRO 760 H17 (NBC760-H17 NTT) i7-8750H 8GB 2000GB 1000GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,2000 GB HDD + 1000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,8 719,hiro,15.6,1920x1080,0,i7,2048,1024,0,0,geforce rtx,none,0,8719,mediaexpert
Laptop HIRO 760 H15 (NBC760-H15 NTT) i7-8750H 8GB 2000GB 2000GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,2000 GB HDD + 2000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,10 419,hiro,15.6,1920x1080,0,i7,2048,2048,0,0,geforce rtx,none,0,10419,mediaexpert
Laptop HIRO 760 H13 (NBC760-H13 NTT) i7-8750H 8GB 2000GB GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,2000 GB HDD,NVIDIA GeForce RTX 2060,Brak,,7 069,hiro,15.6,1920x1080,0,i7,2048,0,0,0,geforce rtx,none,0,7069,mediaexpert
Laptop HIRO 770-H35 (NBC770-H35 NTT) i7-8750H 16GB 1000GB 250GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 250 GB SSD,NVIDIA GeForce RTX 2070,Brak,,8 669,hiro,15.6,1920x1080,0,i7,1024,256,0,0,geforce rtx,none,0,8669,mediaexpert
Laptop HIRO 770-H17 (NBC770-H17 NTT) i7-8750H 8GB 1000GB 250GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD + 250 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Brak,,8 299,hiro,15.6,1920x1080,0,i7,1024,256,0,0,geforce rtx,none,0,8299,mediaexpert
Laptop HIRO 770-H15 (NBC770-H15 NTT) i7-8750H 8GB 1000GB 512GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Brak,,8 449,hiro,15.6,1920x1080,0,i7,1024,512,0,0,geforce rtx,none,0,8449,mediaexpert
Laptop HIRO 770 H13 (NBC770-H13 NTT) i7-8750H 8GB 1000GB GF-RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD,NVIDIA GeForce RTX 2070,Brak,,8 019,hiro,15.6,1920x1080,0,i7,1024,0,0,0,geforce rtx,none,0,8019,mediaexpert
Laptop LENOVO Yoga C930-13IKB i5-8250U 8GB 256GB SSD W10,"13.9"", 3840 x 2160px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Zintegrowana,Windows 10 Home,6 899,6 099,lenovo,13.9,3840x2160,1,i5,0,256,0,0,other,windows,1,6099,mediaexpert
Laptop LENOVO Yoga 920-13IKB i7-8550U 16GB 512GB SSD W10,"13.9"", 3840 x 2160px, Dotykowy",Intel Core i7-8550U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,8 099,lenovo,13.9,3840x2160,1,i7,0,512,0,0,integrated,windows,0,8099,mediaexpert
Laptop LENOVO Yoga 920-13IKB (80Y700G6PB) i7-8550U 8GB 256GB SSD W10,"13.9"", 1920 x 1080px, Dotykowy",Intel Core i7-8550U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,6 699,lenovo,13.9,1920x1080,1,i7,0,256,0,0,integrated,windows,0,6699,mediaexpert
Laptop HIRO 950 H52 (NBCP950ER-H52 NTT) i7-8750H 16GB 1000GB 250GB SSD GF-GTX1070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 250 GB SSD,NVIDIA GeForce GTX 1070,Brak,,6 929,hiro,15.6,1920x1080,0,i7,1024,256,0,0,geforce gtx,none,0,6929,mediaexpert
