Title,Brand,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price
"Lenovo ThinkPad T14s Gen1 14"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk - Win10 Pro",Lenovo,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Professional,6 799 z?
"HP 340S G7 8VV01EA 14"" Intel® Core™ i5-1035G1 - 8GB RAM - 256GB Dysk - Win10 Pro",HP,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,3 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 349 z?
"Lenovo ThinkPad X395 13,3"" AMD Ryzen 7 Pro 3700U - 16GB RAM - 512GB Dysk - Win10 Pro",Lenovo,"13,3 cala,  1920 x 1080 pikseli","AMD Ryzen™ 7 3700U 2,3 - 4,0 GHz",16 GB RAM,512 GB SSD,AMD Radeon Vega 10,Windows 10 Professional,6 899 z?
"Acer TravelMate P2 14"" Intel® Core™ i3-10110U - 8GB RAM - 256GB Dysk - Win10 Pro",Acer,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 10110U 2,1 - 4,1 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 149 z?
"Acer TravelMate P2 14"" Intel® Core™ i5-10210U - 8GB RAM - 256GB Dysk - Win10 Pro",Acer,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 499 z?
"HP ProBook 445R G6 15,6"" AMD Ryzen 3 3200U - 8GB RAM - 256GB Dysk - Win10 Pro",HP,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 3 3200U 2,6 - 3,5 GHz",8 GB RAM,256 GB,AMD Radeon Vega 3,Windows 10 Professional,3 549 z?
"Lenovo ThinkPad T15 Gen1 15,6"" Intel® Core™ i7-10510U - 16GB RAM - 512GB Dysk - MX330 Grafika - Win10 Pro",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 10510U 1,8 - 4,9 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce MX330 + Intel UHD Graphics,Windows 10 Professional,8 249 z?
"Lenovo ThinkPad L14 Gen1 14"" Intel® Core™ i5-10210U - 8GB RAM - 256GB Dysk - Win10 Pro",Lenovo,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,4 799 z?
"HP ProBook 440 G7 8VU08EA 14"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk - Win10 Pro",HP,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 999 z?
"Lenovo ThinkPad X390 13,3"" Intel® Core™ i5-8265U - 8GB RAM - 256GB Dysk - Win10 Pro",Lenovo,"13,3 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8265U 1,6 - 3,9 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,5 399 z?
"Lenovo ThinkPad L14 Gen1 14"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk - Win10 Pro",Lenovo,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Professional,5 399 z?
"HP ProBook 440 G7 9TV38EA 14"" Intel® Core™ i3-10110U - 8GB RAM - 256GB Dysk - Win10 Pro",HP,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 10110U 2,1 - 4,1 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 499 z?
"Lenovo ThinkPad T590 15,6"" Intel® Core™ i7-8565U - 8GB RAM - 512GB Dysk - MX250 Grafika - Win10 Pro",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 8gen 8565U 1,8 - 4,6 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce MX250 + Intel UHD Graphics,Windows 10 Professional,7 699 z?
"Lenovo ThinkPad E15 15,6"" Intel® Core™ i5-10210U - 8GB RAM - 1TB Dysk - Win10 Pro",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,1 TB HDD,Intel® UHD Graphics,Windows 10 Professional,4 199 z?
"HP ProBook 445R G6 14"" AMD Ryzen 3 3200U - 8GB RAM - 256GB Dysk - Win10 Pro",HP,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 3 3200U 2,6 - 3,5 GHz",8 GB RAM,256 GB,AMD Radeon Vega 3,Windows 10 Professional,3 549 z?
"HP ProBook 450 G7 8VU79EA 15,6"" Intel® Core™ i5-10210U - 8GB RAM - 256GB Dysk - Win10 Pro",HP,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 999 z?
"ASUS X543MA-DM909T 15,6"" Intel® Celeron™ N4000 - 4GB RAM - 256GB Dysk - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli","Intel® Celeron® N4000 1,1 - 2,6 GHz",4 GB RAM,256 GB SSD,Intel® UHD Graphics 600,Windows 10 Home Edition,1 599 z?
"Acer Aspire 3 A315-56 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,2 699 z?
"Acer Aspire 3 A315-23-R5RD 15,6"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk",Acer,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 8,,2 299 z?
ASUS E402 AMD E2 - 4GB RAM - 64GB Dysk - Win10,ASUS,"14 cali,  1366 x 768 pikseli","AMD  E2 1,5 GHz",4 GB RAM,64 GB eMMC,AMD Radeon R2,Windows 10 S,1 099 z?
"Lenovo Ideapad L340-15IRH Gaming 15,6"" Intel® Core™ i5-9300H - 16GB RAM - 256GB Dysk - GTX1050 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",16 GB RAM,256 GB SSD,nVidia® GeForce GTX1050 + Intel UHD Graphics 630,Windows 10 Home Edition,3 299 z?
"ASUS TUF Gaming FX505DT-AL027T 15,6"" AMD Ryzen 7 3750H - 8GB RAM - 512GB Dysk - GTX 1650 Grafika - Win 10",ASUS,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 7 3750H 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon RX Vega 10,Windows 10 Home Edition,3 699 z?
"Dell Inspiron 3593 15,6"" Intel® Core™ i7-1065G7 - 8GB RAM - 512GB Dysk - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 1065G7 1,3 - 3,9 GHz",8 GB RAM,512 GB SSD,Intel® Iris Plus Graphics,Windows 10 Home Edition,3 299 z?
"ASUS ROG Strix G G531GT-AL007T 15,6""120Hz Intel® Core™ i5-9300H - 8GB RAM - 512GB Dysk - GTX1650 Grafika - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli 120 Hz","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 + Intel UHD Graphics 630,Windows 10 Home Edition,3 899 z?
"Huawei MateBook D 15,6"" Intel® Core™ i5-8250U - 8GB RAM - 1TB + 128GB SSD Dysk - MX150 Grafika - Win10",Huawei,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8250U 1,6 - 3,4 GHz",8 GB RAM,1 TB HDD 128 GB SSD,nVidia® GeForce MX150 + Intel UHD Graphics 620,Windows 10 Home Edition,2 399 z?
"ASUS M509DA-EJ071T 15,6'' AMD Ryzen 7 3700U - 8GB RAM - 512GB Dysk - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 7 3700U 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 10,Windows 10 Home Edition,2 499 z?
"Acer Aspire 3 A315-23-R9MZ 15,6"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,2 299 z?
"Dell Inspiron 15 3583-7202 15,6"" Intel® Core™ i5-8265U - 8GB RAM - 256GB Dysk - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8265U 1,6 - 3,9 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics 620,Windows 10 Home Edition,2 199 z?
"HP 15s-eq0017nw 15,6"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,2 499 z?
"Lenovo Ideapad L340-15IRH Gaming 15,6"" Intel® Core™ i5-9300HF - 8GB RAM - 512GB Dysk - GTX1050 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300HF 2,4 - 4,1 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX1050,Windows 10 Home Edition,3 499 z?
"ASUS TUF Gaming FX505DT-AL086 15,6"" 120Hz AMD Ryzen 5 3550H - 8GB RAM - 256GB Dysk - GTX 1650 Grafika",ASUS,"15,6 cala,  1920 x 1080 pikseli 120 Hz","AMD Ryzen™ 5 3550H 2,1 - 3,7 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon RX Vega 8,,2 799 z?
"Acer Aspire 3 A315 15,6"" Intel® Core™ i3-6006U - 4GB RAM - 128GB Dysk - Win10",Acer,"15,6 cala,  1366 x 768 pikseli","Intel® Core™ i3 6gen 6006U 2,0 GHz",4 GB RAM,128 GB SSD,Intel® HD Graphics 520,Windows 10 Home Edition,899 z?
"Acer Aspire 5 A515-44-R3RS 15,6"" AMD Ryzen 5 4500U - 16GB RAM - 512GB Dysk - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 4500U 2,3 - 4,0 GHz",16 GB RAM,512 GB SSD,AMD Radeon Graphics,Windows 10 Home Edition,2 899 z?
"Lenovo IdeaPad S145-15API 15,6"" AMD Ryzen 3 3200U - 8GB RAM - 256GB Dysk - Win10S",Lenovo,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 3 3200U 2,6 - 3,5 GHz",8 GB RAM,256 GB SSD,AMD Radeon Vega 3,Windows 10 S,1 999 z?
"Acer Aspire 3 A315-23-R0ZT 15,6"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk",Acer,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 8,,1 899 z?
"Dell Inspiron 5570 15,6"" Intel® Core™ i5-7200U - 8GB RAM - 256GB Dysk - R530 4GB Grafika  - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 7gen 7200U 2,5 - 3,1 GHz",8 GB RAM,256 GB SSD,AMD Radeon 530 + Intel UHD Graphics 620,Windows 10 Home Edition,2 199 z?
"Lenovo Miix 320 10,1"" Intel® Atom™ Z8350 2GB 64GB Dysk - Win10",Lenovo,"10,1 cala, ekran dotykowy 1280 x 800 pikseli","Intel® Atom® Z8350 1,44 - 1,92 GHz",2 GB RAM,64 GB eMMC,Intel® HD Graphics,Windows 10 Home Edition,299 z?
"ASUS X540UB-DM1220T 15,6"" Intel® Core™ i5-7200U - 8GB RAM - 256B Dysk - MX110 Grafika - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 7gen 7200U 2,5 - 3,1 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce MX110 + Intel HD Graphics 620,Windows 10 Home Edition,2 399 z?
"HP Pavilion Gaming 15-ec0046nw 15,6"" AMD Ryzen 5 3550H - 8GB RAM - 512GB Dysk - GTX1650 Grafika - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3550H 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon Vega 8,Windows 10 Home Edition,3 399 z?
"Lenovo IdeaPad S145-15AST 15,6"" AMD A6-9225 - 4GB RAM - 256GB Dysk",Lenovo,"15,6 cala,  1920 x 1080 pikseli","AMD A-Series 9225 2,6 - 3,0 GHz",4 GB RAM,256 GB SSD,AMD Radeon R4,,1 299 z?
"Dell Inspiron G3 15 3590-7359 15,6"" Intel® Core™ i5-9300H - 8GB RAM - 512GB Dysk - GTX1650 Grafika - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 + Intel UHD Graphics 630,Windows 10 Home Edition,3 499 z?
"Lenovo IdeaPad S540-14API 14"" AMD Ryzen 7 3700U - 8GB RAM - 1TB SSD Dysk - Win10",Lenovo,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 7 3700U 2,3 - 4,0 GHz",8 GB RAM,1 TB SSD,AMD Radeon RX Vega 10,Windows 10 Home Edition,3 699 z?
"Acer Nitro 5 15,6"" Intel® Core™ i5-9300H - 8GB RAM - 512GB SSD Dysk - GTX1660Ti Grafika - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX1660Ti + Intel UHD Graphics 630,Windows 10 Home Edition,3 999 z?
"Kiano Elegance 14.2 - 14,1"" Intel® Celeron™ N3350 - 4GB RAM - 120GB + 32GB Dysk - Win10 Pro",Kiano,"14,1 cala,  1920 x 1080 pikseli","Intel® Celeron® N3350 1,1 - 2,4 GHz",4 GB RAM,120 GB SSD 32 GB,Intel® HD Graphics,Windows 10 Professional,899 z?
,Apple,"13,3 cala,  2560 x 1600 pikseli","Intel® Core™ i3  1,1 - 3,2 GHz",8 GB RAM,256 GB SSD,Intel® Iris Plus Graphics,,4 999 z?
Kiano SlimNote 14.2 Intel® Celeron™ N3350 - 4GB RAM - 500GB + 32GB Dysk - Win10,Kiano,"14,1 cala,  1366 x 768 pikseli","Intel® Celeron® N3350 1,1 - 2,4 GHz",4 GB RAM,500 GB 32 GB,Intel® HD Graphics,Windows 10 Home Edition,499 z?
"Acer Nitro 5 15,6"" Intel® Core™ i5-8300H - 8GB RAM - 512GB SSD Dysk - GTX1050 Grafika - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8300H 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX1050 + Intel UHD Graphics 630,Windows 10 Home Edition,2 999 z?
"Lenovo IdeaPad S145-14AST 14"" AMD A9-9425 - 8GB RAM - 512GB Dysk - Win10",Lenovo,"14 cali,  1920 x 1080 pikseli","AMD A-Series 9425 3,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon R5,Windows 10 Home Edition,1 849 z?
"ASUS VivoBook 15 X512FL-BQ263T 15,6"" Intel® Core™ i5-8265U - 8GB RAM - 256GB Dysk - MX250 Grafika - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8265U 1,8 - 3,9 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce MX250 + Intel UHD Graphics 620,Windows 10 Home Edition,2 899 z?
"Lenovo Ideapad L340-15IRH Gaming 15,6"" Intel® Core™ i5-9300HF - 8GB RAM - 512GB Dysk - GTX1650 Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300HF 2,4 - 4,1 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX1650,,3 499 z?
"ASUS TUF Gaming FX505DT-AL087 15,6"" 120Hz AMD Ryzen 5 3550H - 8GB RAM - 512GB Dysk - GTX 1650 Grafika",ASUS,"15,6 cala,  1920 x 1080 pikseli 120 Hz","AMD Ryzen™ 5 3550H 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon RX Vega 8,,3 199 z?
"Lenovo Ideapad 330 15,6'' AMD A9-9425 - 8GB RAM - 256GB Dysk - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","AMD A-Series 9425 3,1 - 3,7 GHz",8 GB RAM,256 GB SSD,AMD Radeon R5,Windows 10 Home Edition,1 599 z?
"Lenovo IdeaPad S145-14IIL 14"" Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10",Lenovo,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,2 499 z?
"ASUS TUF Gaming FX505DY-BQ024T 15,6"" AMD Ryzen 5 3550H - 8GB RAM - 512GB Dysk - RX560X Grafika - Win 10",ASUS,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3550H 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon RX 560X + AMD Radeon RX Vega 8,Windows 10 Home Edition,2 999 z?
"HP Pavilion Gaming 15-ec0004nw 15,6"" AMD Ryzen 5 3550H - 8GB RAM - 512GB Dysk - GTX1050 Grafika",HP,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3550H 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1050 + AMD Radeon Vega 8,,2 699 z?
"Acer Aspire 3 A315-55G-53EM 15,6"" Intel® Core™ i5-10210U - 8GB RAM - 1TB SSD Dysk - MX230 Grafika - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,1 TB SSD,nVidia® GeForce MX 230 + Intel UHD Graphics,Windows 10 Home Edition,2 899 z?
"HP 15s-eq0019nw 15,6"" AMD Ryzen 7 3700U - 8GB RAM - 512GB Dysk - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 7 3700U 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 10,Windows 10 Home Edition,2 699 z?
"HP Gaming Pavilion 15-CX0073NW 15,6"" Intel® Core™ i5-8300H - 8GB RAM - 256GB Dysk - GTX1050Ti Grafika - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8300H 2,3 - 4,0 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1050 Ti + Intel UHD Graphics 630,Windows 10 Home Edition,2 999 z?
Dell Inspiron 5482 14'' Intel® Core™ i5-8265U - 8GB RAM - 256GB SSD Dysk - Win10,Dell,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8265U 1,6 - 3,9 GHz",8 GB RAM,256 GB SSD,Intel® HD Graphics 620,Windows 10 Home Edition,2 799 z?
"Acer Swift 1 SF114 NX.GXUEP.015 14"" Intel® Pentium™ N5000 - 4GB RAM - 128GB Dysk - Win10 S",Acer,"14 cali,  1920 x 1080 pikseli","Intel® Pentium® N5000 1,1 - 2,7 GHz",4 GB RAM,128 GB SSD,Intel® UHD Graphics 605,Windows 10 S,1 698 z?
"Dell Inspiron 3593-8643 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 256GB Dysk - MX230 Grafika - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce MX 230 + Intel UHD Graphics,Windows 10 Home Edition,2 899 z?
"Acer Spin 1 11,6"" Intel® Celeron™ N4000 - 2GB RAM - 32GB Dysk - Win10S",Acer,"11,6 cala, ekran dotykowy 1366 x 768 pikseli","Intel® Celeron® N4000 1,1 - 2,6 GHz",2 GB RAM,32 GB Flash,Intel® HD Graphics 600,Windows 10 S,999 z?
"Dell Inspiron 3585 15,6"" AMD Ryzen 5 2500U - 8GB RAM - 256GB Dysk - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 2500U 2,0 - 3,6 GHz",8 GB RAM,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,2 499 z?
"Lenovo IdeaPad S340-15IILD 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 1TB SSD Dysk - MX250 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,1 TB SSD,nVidia® GeForce MX 250 + Intel UHD Graphics,Windows 10 Home Edition,3 099 z?
"Acer Nitro 5 15,6"" Intel® Core™ i5-8300H - 8GB RAM - 512GB SSD Dysk - GTX1650 Grafika - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8300H 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX1650 + Intel UHD Graphics 630,Windows 10 Home Edition,3 499 z?
"Lenovo IdeaPad S340-14API 14"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk - Win10",Lenovo,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,2 499 z?
"ASUS X509FA-EJ078T 15,6"" Intel® Core™ i5-8265U - 8GB RAM - 512GB Dysk - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8265U 1,6 - 3,9 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics 620,Windows 10 Home Edition,2 699 z?
"ASUS X509JA-BQ084T 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,2 699 z?
"ASUS ROG Strix G G531GV-AL390 15,6"" 120Hz Intel® Core™ i7-9750H - 16GB RAM - 512GB Dysk - RTX2060 Grafika",ASUS,"15,6 cala,  1920 x 1080 pikseli 120 Hz","Intel® Core™ i7 9gen 9750H 2,6 - 4,5 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce RTX 2060 + Intel UHD Graphics 630,,5 449 z?
"Huawei MateBook 13 13"" Intel® Core™ i5-8265U - 8GB RAM - 256GB Dysk - MX150 Grafika - Win10",Huawei,"13 cali,  2160 x 1440 pikseli","Intel® Core™ i5 8gen 8265U 1,6 - 3,9 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce MX150 + Intel UHD Graphics 620,Windows 10 Home Edition,2 699 z?
"Dell Inspiron 3593-8636 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 256GB Dysk - MX230 Grafika - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce MX 230 + Intel UHD Graphics,Windows 10 Home Edition,2 899 z?
"Acer Swift 3 SF314-42-R6LL 14"" AMD Ryzen 5 4500U - 16GB RAM - 512GB Dysk - Win10",Acer,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 5 4500U 2,3 - 4,0 GHz",16 GB RAM,512 GB SSD,AMD Radeon Graphics,Windows 10 Home Edition,3 349 z?
"Acer Spin 1 11,6"" Intel® Celeron™ N3350 - 4GB RAM - 32GB Dysk - Win10 + pióro",Acer,"11,6 cala, ekran dotykowy 1920 x 1080 pikseli","Intel® Celeron® N3350 1,1 - 2,4 GHz",4 GB RAM,32 GB Flash,Intel® HD Graphics 500,Windows 10 Home Edition,1 449 z?
"Dell Inspiron 5570 15,6"" Intel® Core™ i7-8550U - 8GB RAM - 256GB Dysk - R530 Grafika - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 8gen 8550U 1,8 - 4,0 GHz",8 GB RAM,256 GB SSD,AMD Radeon 530 + Intel UHD Graphics 620,Windows 10 Home Edition,2 899 z?
"Lenovo Ideapad L340-15IRH Gaming 15,6"" Intel® Core™ i5-9300H - 8GB RAM - 512GB Dysk - GTX1650 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX1650 + Intel UHD Graphics 630,Windows 10 Home Edition,3 549 z?
"Acer Nitro 5 15,6"" Intel® Core™ i5-9300H - 8GB RAM - 512GB Dysk - GTX1050 Grafika - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX1050 + Intel UHD Graphics 630,Windows 10 Home Edition,2 999 z?
ASUS ZenBook 14 UX425JA-BM018T 14'' Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10,ASUS,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,3 999 z?
"Dell Inspiron 3584 15,6"" Intel® Core™ i3-7020U - 4GB RAM - 256GB Dysk - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i3 7gen 7020U 2,3 GHz",4 GB RAM,256 GB SSD,Intel® HD Graphics 620,Windows 10 Home Edition,1 899 z?
"Dell Inspiron 3780 17,3"" Intel® Core™ i7-8565U - 8GB RAM - 1TB+128GB Dysk - Radeon 520 Grafika - Win10",Dell,"17,3 cala,  1920 x 1080 pikseli","Intel® Core™ i7 8gen 8565U 1,8 - 4,6 GHz",8 GB RAM,1 TB HDD 128 GB SSD,AMD Radeon 520 + Intel UHD Graphics 620,Windows 10 Home Edition,3 499 z?
"Lenovo IdeaPad S145-15IWL 15,6"" Intel® Core™ i5-8265U - 8GB RAM - 512GB Dysk - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8265U 1,6 - 3,9 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics 620,Windows 10 Home Edition,2 399 z?
"Dell Inspiron 3593 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 256GB Dysk  - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,2 599 z?
