Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price
Laptop HP Omen X 15-DG0010NW i7-9750H 16GB 1000GB SSD GF-RTX2080 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2080 Max-Q,Windows 10 Home,,14 497
Laptop LENOVO ThinkPad E15 i7-10510U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i7-10510U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,5 090
Laptop LENOVO ThinkPad E14 i5-10210U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,4 249,3 799
Laptop DELL Inspiron 13 7391 i5-10210U 8GB 512GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,4 499
Laptop LENOVO ThinkPad E14 i5-10210U 8GB 1000GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-10210U,8,1000 GB HDD + 256 GB SSD,AMD Radeon RX 640,Windows 10 Professional,4 753,4 449
Laptop LENOVO ThinkPad E14 i5-10210U 8GB 1000GB W10P,"14"", 1920 x 1080px",Intel Core i5-10210U,8,1000 GB HDD,Intel UHD Graphics,Windows 10 Professional,,3 949
Laptop LENOVO ThinkPad L13 i3-10110U 8GB 256GB SSD W10P,"13.3"", 1920 x 1080px",Intel Core i3-10110U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,3 899,3 699
Laptop ASUS Rog Zephyrus S i7-9750H 32GB 1000GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,32,1000 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,9 499
Laptop HP Omen 17-CB0045NW i7-9750H 16GB 1000GB 512GB SSD GF-RTX 2070 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,9 299
Laptop HP Omen 15-DH0006NW i7-9750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,7 999
Laptop HP Omen 15-DH0007NW i5-9300H 8GB 512GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,6 299
Laptop MSI Modern 14 i7-10510U 8GB 512GB SSD GF-MX 250 W10,"14"", 1920 x 1080px",Intel Core i7-10510U,8,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,4 599
Laptop HP Omen X 15-DG0011NW i7-9750H 16GB 1000GB SSD GF-RTX2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,13 499
Laptop MSI GT63 Titan 9SG i9-9880H 32GB 1000GB 512GB SSD GF-RTX 2080 W10,"15.6"", 3840 x 2160px",Intel Core i9-9880H,32,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2080,Windows 10 Home,,13 999
Laptop MSI P65 Creator 9SE i9-9880H 16GB 2x512GB SSD GF-RTX 2060 W10,"15.6"", 3840 x 2160px",Intel Core i9-9880H,16,512 (x2) GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,12 299
Laptop MICROSOFT Surface Laptop 3 Ryzen 5 3580U 8GB 128GB SSD W10,"15"", 2496 x 1664px, Dotykowy",AMD Ryzen 5 3580U,8,128 GB SSD,AMD Radeon Vega 9,Windows 10 Home,5 899,5 547
Laptop MICROSOFT Surface Pro 7 i7-1065G7 16GB 512GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i7-1065G7,16,512 GB SSD,Intel Iris Plus Graphics 650,Windows 10 Home,,9 299
Laptop MICROSOFT Surface Pro 7 i7-1065G7 16GB 512GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i7-1065G7,16,512 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,9 299,8 590
Laptop MICROSOFT Surface Pro 7 i5-1035G4 8GB 256GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-1035G4,8,256 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,,5 899
Laptop MICROSOFT Surface Laptop 3 i5-1035G7 8GB 256GB SSD W10,"13.5"", 2256 x 1504px, Dotykowy",Intel Core i5-1035G7,8,256 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,,6 390
Laptop MICROSOFT Surface Pro X SQ1 8GB 256GB SSD W10,"13"", 2880 x 1920px, Dotykowy",Microsoft SQ1,8,256 GB SSD,Adreno 685,Windows 10 Home,,6 290
Laptop LENOVO ThinkPad X1 Carbon 7 i7-8565U 16GB 512GB SSD W10P,"14"", 3840 x 2160px",Intel Core i7-8565U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,9 906
Laptop DELL Inspiron G5 5590 i7-9750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 999
Laptop DELL Inspiron 15 G5 5590 i5-9300H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,4 999
Laptop DELL Inspiron G3 3590 i7-9750H 8GB 512GB SSD GF-GTX 1660Ti Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home,,5 799
Laptop ASUS Rog Zephyrus S i7-9750H 32GB 1000GB SSD GF-RTX 2080 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,32,1000 GB SSD,NVIDIA GeForce RTX 2080,Windows 10 Home,,12 799
Laptop LENOVO IdeaPad L340-15IRH i5-9300H 8GB 256GB SSD GF-GTX 1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,256 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,3 699,3 499
Laptop ASUS Rog Zephyrus S i7-9750H 16GB 1000GB SSD GF-RTX 2080 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2080,Windows 10 Home,,11 299
Laptop ASUS Rog Zephyrus S i7-9750H 32GB 1000GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,32,1000 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,10 699
Laptop ASUS Rog Strix Scar III G531GW i7-9750H 16GB 1000GB 512GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,8 899
Laptop ASUS Rog Strix Scar III i7-9750H 16GB 1000GB 512GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,8 699
Laptop MSI Stealth GS65 i7-9750H 16GB 1000GB SSD GF-RTX 2070 MaxQ W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,8 999,8 199
Laptop LENOVO ThinkPad X1 Carbon 7 i5-8265U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,7 999
Laptop LENOVO ThinkPad T490 i5-8265U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,5 899
Laptop MSI GE65 Raider 9SF i7-9750H 16GB 512GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,8 799
Laptop LENOVO ThinkPad X1 Carbon 7 i7-8565U 16GB 512GB SSD W10P,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8565U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,9 590
Laptop ACER Predator Triton 500 i7-9750H 16GB 1000GB SSD GF-RTX 2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,8 999
Laptop ACER Predator Triton 500 i7-9750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,7 799
Laptop MSI GS65 Stealth 9SG i7-9750H 16GB 1000GB SSD GF-RTX2080 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2080 Max-Q,Windows 10 Home,,10 499
Laptop HP Omen 15-DC1028NW i7-8750H 16GB 1000GB 256GB SSD GF-RTX2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,8 999
Laptop DELL Latitude 5500 i5-8365U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-8365U,16,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,5 658
Laptop ASUS ROG Zephyrus S GX502GV i9-9750H 16GB 512GB SSD RTX2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,8 999
APPLE MacBook Pro 13 i5-8279U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8279U,8,512 GB SSD,Intel Iris Plus Graphics 655,MacOS Mojave,,8 439
Laptop ACER Predator Helios 700 i7-9750H 16GB 512GB GF-RTX 2070 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,10 024
Laptop ACER Predator Helios 300 i7-9750H 8GB 512GB SSD GF-RTX2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 799
Laptop MSI P65 Creator 8SF i7-8750H 16GB 512GB SSD GF-GTX1060 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,512 GB SSD,NVIDIA GeForce GTX 1060,Windows 10 Home,,9 799
Laptop MSI GS65 Stealth 9SD i7-9750H 16GB 256GB SSD GTX1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,6 399
Laptop HIRO 760-H51 (NBC760-H51 NTT) I7-8750H 32GB 1000GB 512GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,2000 GB HDD + 2000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,10 699
Laptop HIRO 760-H35 (NBC760-H35 NTT) i7-8750H 16GB 1000GB 250GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,2000 GB HDD + 1000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,9 399
Laptop HIRO 760-H33 (NBC760-H33 NTT) i7-8750H 16GB 1000GB 512GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,2000 GB HDD + 2000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,10 999
Laptop HIRO 770-H51 (NBC770-H51 NTT) i7-8750H 32GB 1000GB 512GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Brak,,9 099
Laptop HIRO 770-H33 (NBC770-H33 NTT) i7-8750H 16GB 1000GB 512GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Brak,,8 599
Laptop ASUS Rog Strix (GL504GS-ES057T) i7-8750H 16GB 1000GB 256GB SSD GF-GTX1070 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1070,Windows 10 Home,,8 999
Laptop LENOVO Yoga 920-13IKB i5-8250U 8GB 256GB SSD W10,"13.9"", 3840 x 2160px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,6 799
Laptop ACER Swift 7 i7-8500Y 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8500Y,8,512 GB SSD,Intel UHD Graphics 615,Windows 10 Home,,7 599
Laptop ACER Swift 7 i7-8500Y 16GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8500Y,16,512 GB SSD,Intel UHD Graphics 615,Windows 10 Home,,8 099
Laptop ACER Swift 7 i7-8500Y 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8500Y,8,512 GB SSD,Intel UHD Graphics 615,Windows 10 Home,,6 799
Laptop ACER Swift 7 i7-8500Y 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-8500Y,8,256 GB SSD,Intel UHD Graphics 615,Windows 10 Home,,6 599
Laptop MICROSOFT Surface Pro (FKH-00004) i7-7660U 16GB 512GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i7-7660U,16,512 GB SSD,Intel Iris Plus Graphics 640,Windows 10 Professional,,10 599
Laptop ACER Predator Triton 500 i7-8750H 32GB 512GB(x2) SSD GF-RTX2080 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,512 (x2) GB SSD,NVIDIA GeForce RTX 2080 Max-Q,Windows 10 Home,,11 499
Laptop ACER Predator Triton 500 i7-8750H 16GB 256GB SSD GF-RTX2080 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,256 GB SSD,NVIDIA GeForce RTX 2080 Max-Q,Windows 10 Home,,10 999
APPLE MacBook 12 i5 8GB 512GB SSD macOS,"12"", 2304 x 1440px",Intel Core i5,8,512 GB SSD,Intel HD Graphics 615,macOS Sierra,,7 799
Laptop DELL Inspiron 13 (7386-7345) i5-8265U 8GB 256GB SSD UHD Graphics 620 W10 Home,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,4 499
Laptop HIRO 850EJ (NBCN850EJ1-H29 NTT) i5-8300H 16GB 250GB SSD GF-GTX1050 DOS,"15.6"", 1920 x 1080px",Intel Core i5-8300H,16,250 GB SSD,NVIDIA GeForce GTX 1050,Brak,,3 999
Laptop HIRO 850 (NBCN850EJ1-H05 NTT) i5-8300H 8GB 1000GB GF-GTX1050 DOS,"15.6"", 1920 x 1080px",Intel Core i5-8300H,16,500 GB HDD,NVIDIA GeForce GTX 1050,Brak,,3 999
Laptop MSI GS65 Stealth Thin 8RE-237PL i7-8750H 8GB 256GB SSD GF-GTX1060 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,256 GB SSD,NVIDIA GeForce GTX 1060,Windows 10 Home,,6 099
Laptop MICROSOFT Surface Pro (FJU-00004) i5-7300 4GB 128GB SSD W10P,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-7300U,4,128 GB SSD,Intel HD Graphics 620,Windows 10 Professional,,5 088
Laptop DELL XPS 15 (9575-6486) i7-8705G 16GB 512GB SSD RX Vega 870 W10P,"15.6"", 3840 x 2160px, Dotykowy",Intel Core i7-8705G,16,512 GB SSD,AMD Radeon RX Vega 870,Windows 10 Home,,12 712
Laptop LENOVO ThinkPad T480s i7-8550U 16GB 512GB SSD W10P,"14"", 1920 x 1080px",Intel Core i7-8550U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,9 399
Laptop HUAWEI MateBook D15 RYZEN 5 3500U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,2 799,2 499
Laptop LENOVO Legion Y540-15IRH i7-9750HF 8GB 512GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 277
Laptop HP 255 G7 A4-9125 8GB 256GB SSD DOS,"15.6"", 1920 x 1080px",AMD A4-9125,8,256 GB SSD,AMD Radeon R3,Brak,,1 699
APPLE MacBook Pro 13 i5-8257U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,512 GB SSD,Intel Iris Plus Graphics 645,macOS Catalina,,7 499
APPLE MacBook Pro 16 i7-9760H 16GB 512GB SSD AMD Pro 5300M macOS,"16"", 3072 x 1920px",Intel Core i7-9760H,16,512 GB SSD,AMD Radeon Pro 5300M,macOS Catalina,,10 746
APPLE MacBook Pro 13 i5-8257U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,512 GB SSD,Intel Iris Plus Graphics 645,macOS Catalina,,7 299
APPLE MacBook Pro 16 i9-9980H 16GB 1000GB SSD AMD Pro 5500M macOS,"16"", 3072 x 1920px",Intel Core i9-9980H,16,1000 GB SSD,AMD Radeon Pro 5500M,macOS Catalina,,12 390
Laptop HUAWEI MateBook 13 i7-10510U 16GB 512GB SSD GF-MX250 W10,"13"", 2160 x 1440px, Dotykowy",Intel Core i7-10510U,16,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,6 088
Laptop DELL Inspiron 7590 i5-9300H 8GB 512GB SSD GF- GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,4 951
Laptop ACER Predator Helios 300 i7-9750H 16GB 512GB SSD GF-RTX2070 Max-Q W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,7 999
Laptop DELL Vostro 3590 i5-10210U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,3 649
Laptop LENOVO ThinkPad X1 Carbon 7 i5-8265U 16GB 512GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8265U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,7 890
Laptop LENOVO Legion Y540-15IRH i7-9750HF 8GB 1000GB SSD GF-GTX 1660Ti DOS,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,5 499,5 074
Laptop LENOVO Legion Y540-17IRH i7-9750HF 8GB 512GB SSD GF-GTX 1660Ti DOS,"17.3"", 1920 x 1080px",Intel Core i7-9750HF,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,5 899,5 175
Laptop DYNABOOK Satellite Pro L50-G-1GF i5-10210U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,256 GB SSD,Intel HD Graphics,Windows 10 Professional,,3 796
Laptop DYNABOOK Satellite Pro L50-G-11L i7-10710U 16GB 512GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i7-10710U,16,512 GB SSD,Intel UHD Graphics,Windows 10 Professional,,4 501
Laptop Lenovo Essential V15 i3-8130U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i3-8130U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,2 949
Laptop ACER Predator Helios 700 i7-9750H 16GB 1000GB SSD GF-RTX 2070 Max-Q W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,10 299
Laptop LENOVO Legion Y540-17IRH i5-9300H 8GB 256GB SSD GF-GTX1660Ti W10,"17.3"", 1920 x 1080px",Intel Core i5-9300H,8,256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 074
Laptop LENOVO Legion Y540-15IRH i5-9300H 8GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,5 599
Laptop MSI GE65 Raider 9SE i7-9750H 16GB 1000GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,8 898
Laptop LENOVO ThinkPad L490 i7-8565U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i7-8565U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,4 422
Laptop DYNABOOK Portege X30-E-1GD i5-8250U 8GB 256GB SSD W10P,"13.3"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,4 525
Laptop DYNABOOK Portege X30-E-1G7 i5-8250U 8GB 256GB SSD W10P,"13.3"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel HD Graphics 620,Windows 10 Professional,,4 503
Laptop DYNABOOK Portege X30-E-1GE,"13.3"", 1920 x 1080px",Intel Core i7-8550U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,4 380
Laptop DYNABOOK Tecra X40-E-1F7 i5-8250U 8GB 256GB SSD W10P,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,5 709
Laptop HP ZBook 14u G6 i5-8365U 16GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8365U,16,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,6 995
Laptop DELL Inspiron G5 5590 i7-9750H 16GB 512GB SSD RTX2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,8 499
APPLE MacBook Pro 13 i5-8279U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8279U,8,512 GB SSD,Intel Iris Plus Graphics 655,MacOS Mojave,7 999,7 299
Laptop HIRO 770-H53 (NBC770-H53 NTT) i7-8750H 32GB 1000GB 250GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,32,1000 GB HDD + 250 GB SSD,NVIDIA GeForce RTX 2070,Brak,,9 029
Laptop HIRO 760-H53 (NBC760-H53 NTT) i7-8750H 32GB 1000GB 250GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,2000 GB HDD + 1000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,8 799
Laptop HIRO 760 H17 (NBC760-H17 NTT) i7-8750H 8GB 2000GB 1000GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,2000 GB HDD + 1000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,8 719
Laptop HIRO 760 H15 (NBC760-H15 NTT) i7-8750H 8GB 2000GB 2000GB SSD GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,2000 GB HDD + 2000 GB SSD,NVIDIA GeForce RTX 2060,Brak,,10 419
Laptop HIRO 760 H13 (NBC760-H13 NTT) i7-8750H 8GB 2000GB GF-RTX2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,2000 GB HDD,NVIDIA GeForce RTX 2060,Brak,,7 069
Laptop HIRO 770-H35 (NBC770-H35 NTT) i7-8750H 16GB 1000GB 250GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 250 GB SSD,NVIDIA GeForce RTX 2070,Brak,,8 669
Laptop HIRO 770-H17 (NBC770-H17 NTT) i7-8750H 8GB 1000GB 250GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD + 250 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Brak,,8 299
Laptop HIRO 770-H15 (NBC770-H15 NTT) i7-8750H 8GB 1000GB 512GB SSD RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Brak,,8 449
Laptop HIRO 770 H13 (NBC770-H13 NTT) i7-8750H 8GB 1000GB GF-RTX2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD,NVIDIA GeForce RTX 2070,Brak,,8 019
Laptop LENOVO Yoga C930-13IKB i5-8250U 8GB 256GB SSD W10,"13.9"", 3840 x 2160px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Zintegrowana,Windows 10 Home,6 899,6 099
Laptop LENOVO Yoga 920-13IKB i7-8550U 16GB 512GB SSD W10,"13.9"", 3840 x 2160px, Dotykowy",Intel Core i7-8550U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,8 099
Laptop LENOVO Yoga 920-13IKB (80Y700G6PB) i7-8550U 8GB 256GB SSD W10,"13.9"", 1920 x 1080px, Dotykowy",Intel Core i7-8550U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,6 699
Laptop HIRO 950 H52 (NBCP950ER-H52 NTT) i7-8750H 16GB 1000GB 250GB SSD GF-GTX1070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 250 GB SSD,NVIDIA GeForce GTX 1070,Brak,,6 929
Laptop DYNABOOK Portege Z30-E-12M i5-8250U 8GB 256GB SSD W10P,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,4 334
Laptop HYPERBOOK SL504 i7-10875H 8GB 500GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-10875H,8,500 GB SSD,NVIDIA GeForce RTX 2060,Brak,,7 042
Laptop HYPERBOOK SL504 i7-10875H 16GB 500GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-10875H,16,500 GB SSD,NVIDIA GeForce RTX 2060,Brak,,7 239
Laptop HYPERBOOK SL504 i7-10875H 8GB 240GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-10875H,8,240 GB SSD,NVIDIA GeForce RTX 2060,Brak,,6 886
Laptop HYPERBOOK SL504 i7-10875H 8GB 500GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10875H,8,500 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,7 634
Laptop HYPERBOOK NH5 i7-10750H 8GB 240GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,240 GB SSD,NVIDIA GeForce RTX 2060,Brak,,5 533
Laptop HYPERBOOK SL504 i7-10875H 16GB 500GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10875H,16,500 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,7 830
