Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price
Laptop ASUS VivoBook 15 X509DA Ryzen 5 3500U 4GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,4,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,1 899
Laptop DELL Inspiron 14 5490 i5-10210U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 599
Laptop ASUS TUF Gaming FX705 Ryzen 7-3750H 8GB 512GB SSD GF-GTX1650 W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 3750H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,4 099
Laptop LENOVO C340-14IML i3-10110U 4GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i3-10110U,4,256 GB SSD,Intel UHD Graphics,Windows 10 Home,,2 499
Laptop ASUS TUF Gaming FX505DV Ryzen 7 3750H 16GB 1000GB SSD GF-RTX2060 W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 3750H,16,1000 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,5 399
Laptop ACER Aspire 5 i7-10510U 8GB 1000GB SSD GF-MX250 W10,"15.6"", 1920 x 1080px",Intel Core i7-10510U,8,1000 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,3 699
Laptop ACER Aspire 3 i3-10110U 8GB GF-MX230 W10,"15.6"", 1920 x 1080px",Intel Core i3-10110U,8,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,2 499
Laptop ACER Aspire 3 N4000 4GB 256GB SSD W10,"15.6"", 1366 x 768px",Intel Celeron N4000,4,256 GB SSD,Intel UHD Graphics 600,Windows 10 Home,,1 499
Laptop HP 17-CA1004NW RYZEN 5 3500U 8GB 256GB SSD W10,"17.3"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,2 699
Laptop LENOVO Yoga C740-14IML i5-10210U 8GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home,,3 699
Laptop LENOVO Legion Y7000 i7-9750H 16GB 512GB SSD GF-GTX1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 199
Laptop LENOVO IdeaPad L340-15IRH i5-9300H 8GB 512GB SSD GF-GTX 1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 049
Laptop DELL Inspiron 3593 i3-1005G1 8GB 256GB SSD W10S,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 S,,2 099
Laptop HP Pavilion Gaming 15 i5-9300H 8GB 256GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,4 699
Laptop MSI Modern 14 i5-10210U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,3 399
Laptop ACER Swift 1 N5000 4GB 128GB SSD W10S,"14"", 1920 x 1080px",Intel Pentium N5000,4,128 GB SSD,Intel UHD Graphics 605,Windows 10 S,,1 699
Laptop MICROSOFT Surface Pro 7 i5-1035G4 8GB 128GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i5-1035G4,8,128 GB SSD,Intel Iris Plus Graphics 650,Windows 10 Home,,4 599
Laptop ASUS VivoBook Flip 14 N5000 4GB 128GB SSD W10S,"14"", 1366 x 768px, Dotykowy",Intel Pentium N5000,4,128 GB SSD,Intel UHD Graphics 605,Windows 10 S,,1 899
Laptop DELL Inspiron 15 G3 3590 i5-9300H 8GB 512GB SSD GF-GTX 1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 599
Laptop DELL Inspiron 3584 i3-7020U 4GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-7020U,4,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,,1 999
Laptop LENOVO IdeaPad C340 Ryzen 3200U 8GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",AMD Ryzen 3 3200U,8,256 GB SSD,AMD Radeon RX Vega 3,Windows 10 Home,,2 449
Laptop ASUS ZenBook 14 i7-8565U 8GB 512GB SSD GF-MX150 W10,"14"", 1920 x 1080px",Intel Core i7-8565U,8,512 GB SSD,NVIDIA GeForce MX150,Windows 10 Home,,4 999
Laptop LENOVO Legion Y540-15IRH-PG0 i5-9300H 8GB 256GB SSD GF-GTX1650 DOS,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,256 GB SSD,NVIDIA GeForce GTX 1650,Brak,,3 599
Laptop ACER Predator Triton 500 i7-9750H 16GB 1000GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,7 899
Laptop HP Pavilion Gaming 15-CX0048NW i5-8300H 8GB 1000GB 128GB SSD GF-GTX1060 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1060,Windows 10 Home,,4 599
APPLE MacBook Air i5-8210Y 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8210Y,8,256 GB SSD,Intel UHD Graphics 617,MacOS Mojave,,6 499
APPLE MacBook Pro 13 i5-8257U 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,256 GB SSD,Intel Iris Plus Graphics 645,MacOS Mojave,,5 999
Laptop LENOVO V340-17IWL i3-8145U 8GB 1000GB W10P,"17.3"", 1920 x 1080px",Intel Core i3-8145U,8,1000 GB HDD,Intel UHD Graphics 620,Windows 10 Professional,,2 799
Laptop ASUS ZenBook UX433FA i5-8265U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 999
Laptop KRUGER&MATZ Explore 1250 N3450 4GB 32GB W10,"12.5"", 1920 x 1080px",Intel Celeron N3450,4,32 GB Flash,Intel HD Graphics 500,Windows 10 Home,,999
Laptop KIANO SlimNote ATOM X5-Z8350 4GB 32GB+500GB W10,"15.6"", 1920 x 1080px",Intel Atom x5-Z8350,4,500 GB HDD + 32 GB Flash,Intel HD Graphics 500,Windows 10 Home,,599
Laptop ASUS VivoBook R564FA i5-8265U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 599
Laptop ASUS VivoBook 14 R459UA i3-7020U 4GB 256GB SSD W10,"14"", 1920 x 1080px",Intel Core i3-7020U,4,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,,2 299
Laptop DELL Inspiron G5 5590 i7-9750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 299
Laptop ACER Predator Triton 500 i7-9750H 8GB 512GB SSD GF-RTX2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,8 499
Laptop LENOVO IdeaPad 330-15IKBR i7-8550U 8G 256GB SSD AMD M530 W10,"15.6"", 1920 x 1080px",Intel Core i7-8550U,8,256 GB SSD,AMD Radeon 530,Windows 10 Home,,2 899
Laptop HP Pavilion Gaming 15-CX0014NW i5-8300H 8GB 1000GB 256GB SSD GF-GTX 1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 299
Laptop ACER Swift 3 i5-8265U 4GB 1000GB 128GB SSD GF-MX250 W10,"14"", 1920 x 1080px",Intel Core i5-8265U,4,1000 GB HDD + 128 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,3 349
Laptop ASUS ZenBook Flip UX362FA i5-8265U 8GB 256GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,4 099
Laptop ASUS VivoBook S13 (S330FA-EY025T) i5-8265U 8GB 512GB SSD W10,"13.3"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 499
Laptop ASUS VivoBook S13 (S330FA-EY023T) i5-8265U 8GB 512GB SSD W10,"13.3"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 499
Laptop LENOVO Legion Y530-15ICH i5-8300H 8G 512GB SSD GF-GTX 1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,512 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 599
Laptop ACER Spin 1 (NX.GRMEP.007) N3350 4GB 64GB W10S,"11.6"", 1920 x 1080px, Dotykowy",Intel Celeron N3350,4,64 GB Flash,Intel HD Graphics 500,Windows 10 S,,1 599
Laptop DELL Inspiron 14 (5480-6717) i5-8265U 8GB 256GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 399
Laptop MSI GL63 (8RC-418PL) i5-8300H 8GB 1000GB 128GB SSD GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,4 299
Laptop LENOVO Yoga C930-13IKB (81C4008SPB) i7-8550U 8GB 256GB SSD W10,"13.9"", 1920 x 1080px, Dotykowy",Intel Core i7-8550U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,5 799
APPLE MacBook Air i5-8210Y 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8210Y,8,256 GB SSD,Intel UHD Graphics 617,MacOS Mojave,,5 599
APPLE MacBook Air i5-8210Y 8GB 128GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8210Y,8,128 GB SSD,Intel UHD Graphics 617,MacOS Mojave,,4 799
APPLE MacBook Air i5-8210Y 8GB 128GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8210Y,8,128 GB SSD,Intel UHD Graphics 617,MacOS Mojave,,4 999
Laptop LENOVO Miix 300-10IBY (80NR005EPB) Z3735F 2GB 32GB W10,"10.1"", 1280 x 800px, Dotykowy",Intel Atom Z3735F,2,32 GB Flash,Intel HD Graphics,Windows 10 Home,,899
Laptop HP Pavilion 15-CS0016NW (4TX65EA) i7-8550U 8GB 256GB SSD GFMX150 W10,"15.6"", 1920 x 1080px",Intel Core i7-8550U,8,256 GB SSD,NVIDIA GeForce MX150,Windows 10 Home,,3 749
Laptop ACER Spin 3 (NX.GUWEP.013) i3-7020U 4GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i3-7020U,4,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,,2 599
Laptop DELL Inspiron 15 G5 (5587-7482) i5-8300H 8GB 256GB SSD GF-GTX1050Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,256 GB SSD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,3 999
Laptop HP 250 G6 (4LT09EA) i3-7020U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i3-7020U,8,256 GB SSD,Intel HD Graphics 620,Windows 10 Professional,,2 749
Laptop LENOVO Yoga 310-11IAP (80U2005FPB) N3350 2GB 32GB SSD W10,"11.6"", 1366 x 768px, Dotykowy",Intel Celeron N3350,2,32 GB SSD,"Intel HD Graphics 500,
Zintegrowana",Windows 10 Home,,899
Laptop KIANO SlimNote 15.6 HDD + Mysz N3350 4GB 500GB W10,"15.6"", 1920 x 1080px",Intel Celeron N3350,4,500 GB HDD + 32 GB Flash,Intel HD Graphics 500,Windows 10 Professional,,609
Laptop ASUS FX504GM-E4057T i5-8300H 8GB 1000GB GTX1060 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD,NVIDIA GeForce GTX 1060,Windows 10 Home,,4 899
Laptop KIANO Elegance 14.2 N3350 4GB 32GB W10P,"14.1"", 1920 x 1080px",Intel Celeron N3350,4,120 GB SSD + 32 GB Flash,Intel HD Graphics 500,Windows 10 Professional,,899
Laptop DELL Inspiron G5 (5587-6752) i7-8750H 16GB 1000GB 256GB SSD GF-GTX1060Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1060 Max-Q,Windows 10 Home,,5 999
Laptop ACER Nitro 5 (NH.Q3REP.005) Ryzen 5 2500U 4GB 1000GB Radeon RX 560 W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 2500U,4,1000 GB HDD,AMD Radeon RX 560X,Windows 10 Home,,3 039
Laptop LENOVO Miix 700-12ISK (80QL00MPPB) m5-6Y54 8GB 256GB SSD W10,"12"", 2160 x 1440px, Dotykowy",Intel Core m5-6Y54,8,256 GB SSD,Intel HD Graphics 515,Windows 10 Home,,4 299
Laptop LENOVO ThinkPad P52 Xeon E-2176M 16GB 512GB SSD QP2000 W10P,"15.6"", 1920 x 1080px",Intel Xeon E-2176M,16,512 GB SSD,NVIDIA Quadro P2000,Windows 10 Professional,,8 999
APPLE MacBook Pro 15 i7-8850H 16GB 512GB SSD AMD Pro R560X macOS,"15.4"", 2880 x 1800px",Intel Core i7-8850H,16,512 GB SSD,AMD Radeon Pro 560X,macOS High Sierra,,13 999
APPLE MacBook Pro 13 i5-8259U 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8259U,8,512 GB SSD,Intel Iris Plus Graphics 655,macOS High Sierra,,7 499
APPLE MacBook Pro 13 i5-8259U 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8259U,8,256 GB SSD,Intel Iris Plus Graphics 655,macOS High Sierra,,6 499
Ultrabook KRUGER&MATZ Explore 1404 (KM1404),"14"", 1920 x 1080px",Intel Celeron N3350,4,32 GB Flash,Intel HD Graphics 500,Windows 10 Home,,899
Laptop DELL XPS 15 (9570-6950) i5-8300H 8GB 1000GB 128GB SSD GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,7 299
Laptop DELL XPS 13 9370 (9370-3810) i5-8250U 8GB 256GB SSD W10,"13.3"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,4 999
Laptop LENOVO IdeaPad 320-15IKBN (80XL03YHPB) i5-7200U 4GB 1000GB W10,"15.6"", 1920 x 1080px",Intel Core i5-7200U,4,1000 GB HDD,Intel HD Graphics 620,Windows 10 Home,,2 049
Laptop ASUS Transformer Book T101HA-GR030T x5-Z8350 4GB 128GB W10,"10.1"", 1280 x 800px, Dotykowy",Intel Atom x5-Z8350,4,128 GB Flash,Intel HD Graphics 400,Windows 10 Home,,1 399
Laptop HP Stream 14-AX003NW (Z3C01EA) N3060 4GB 32GB EMMC W10,"14"", 1366 x 768px",Intel Celeron N3060,4,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,1 199
Laptop LENOVO IdeaPad 110-15ISK (80UD01A0PB) i3-6006U 4GB 1000GB W10,"15.6"", 1366 x 768px",Intel Core i3-6006U,4,1000 GB HDD,Intel HD Graphics 520,Windows 10 Home,,1 699
Laptop LENOVO ThinkPad E480 (20KN0078PB) i3-8130U 4GB 1000GB W10P,"14"", 1920 x 1080px",Intel Core i3-8130U,4,1000 GB HDD,Intel UHD Graphics 620,Windows 10 Professional,,2 799
Laptop HUAWEI Matebook D14 Ryzen 5 3500U 8GB 512GB SSD W10,"14"", 1920 x 1080px",AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,
APPLE MacBook Air i3-1000NG4 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i3-1000NG4,8,256 GB SSD,Intel Iris Plus Graphics,macOS Catalina,,
Laptop ACER Nitro 5 (NH.Q2XEP.001) i5-8250U 8GB 1000GB GFMX150 W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,8,1000 GB HDD,NVIDIA GeForce MX150,Windows 10 Home,,
Laptop HUAWEI MateBook D (53010DEN) i5-8250U 8GB 256 SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop KIANO Intelect X3 x5-Z8350 2GB 32GB W10,"10.1"", 1280 x 800px, Dotykowy",Intel Atom x5-Z8350,2,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,
Laptop TECHBITE Arc 11.6 N4000 4GB 64GB SSD W10P,"11.6"", 1920 x 1080px, Dotykowy",Intel Celeron N4000,4,64 GB SSD,Intel UHD Graphics 600,Windows 10 Professional,,
Laptop ASUS VivoBook 15 A512DA Ryzen 5-3500U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,
Laptop DELL Inspiron 3583 i5-8265U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop LENOVO IdeaPad 320-17ISK (80XJ001JPB) i3-6006U 4GB 1000GB W10,"17.3"", 1600 x 900px",Intel Core i3-6006U,4,1000 GB HDD,Intel HD Graphics 520,Windows 10 Home,,
Laptop DELL Inspiron 15 (5570-2791) i5-8250U 8GB 256GB SSD AMD 530 W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,AMD Radeon 530,Windows 10 Home,,
Laptop ACER Nitro 5 i5-8300H 8GB 512GB SSD GF-GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,512 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,
Laptop MSI GF75 Thin 9SC i7-9750H 8GB 1000GB 256GB SSD GF-GTX1650 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,8,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,
Laptop MSI GL73 8RC-218PL i7-8750H 8GB 1TB GTX1050 W10,"17.3"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,
Laptop HUAWEI MateBook 13 RYZEN 5 3500U 8GB 256GB SSD W10,"13"", 2160 x 1440px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon RX Vega 8,Windows 10 Home,,
Laptop ASUS VivoBook S14 S433FA i5-10210U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop ASUS VivoBook A540UA i3-7020U 4GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-7020U,4,256 GB SSD,Intel HD Graphics 510,Windows 10 Home,,
Laptop ACER Aspire 3 Ryzen 5 3500U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,
Laptop DELL Inspiron 15 (5584-6793) i5-8265U 8GB 256GB SSD GF-MX130 W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,NVIDIA GeForce MX130,Windows 10 Home,,
Laptop ACER Spin 3 i5-1035G1 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop ASUS ZenBook 15 i7-10510U 16GB 1000GB SSD GF-GTX 1650 Max-Q W10P,"15.6"", 3840 x 2160px",Intel Core i7-10510U,16,1000 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Professional,,
APPLE MacBook Pro 16 i7-9760H 16GB 512GB SSD AMD Pro 5300M macOS,"16"", 3072 x 1920px",Intel Core i7-9760H,16,512 GB SSD,AMD Radeon Pro 5300M,macOS Catalina,,
Laptop DELL Inspiron 14 5491 i7-10510U 8GB 512GB SSD GF-MX 230 W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-10510U,8,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,
Laptop DELL Inspiron 5490 i7-10510U 12GB 512GB SSD GF-MX 230 W10,"14"", 1920 x 1080px",Intel Core i7-10510U,12,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,
APPLE MacBook Air i5-1030NG7 8GB 512GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-1030NG7,8,512 GB SSD,Intel Iris Plus Graphics,macOS Catalina,,
Laptop ASUS Zenbook 14 UX434FAC i5-10210U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop ACER Aspire 3 AMD 3050U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",AMD Athlon Silver 3050U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home,,
Laptop MSI Modern 14 i7-10510U 8GB 512GB SSD GF-MX330 W10,"14"", 1920 x 1080px",Intel Core i7-10510U,8,512 GB SSD,NVIDIA GeForce MX330,Windows 10 Home,,
Laptop ASUS VivoBook S15 Ryzen 5 4500U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 4500U,8,512 GB SSD,AMD Radeon Graphics,Windows 10 Home,,
Laptop MSI GP75 Leopard i7-10750H 8GB 512GB SSD GF-RTX 2060 W10,"17.3"", 1920 x 1080px",Intel Core i7-10750H,8,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop MSI GE75 Raider 10SFS i7-10750H 16GB 1000GB 512GB SSD GF-RTX 2070S W10,"17.3"", 1920 x 1080px",Intel Core i7-10750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070 Super,Windows 10 Home,,
Laptop ASUS Rog Zephyrus G14 GA401II Ryzen 7 4800HS 16GB 512GB SSD GF-GTX 1650Ti W10,"14"", 1920 x 1080px",AMD Ryzen 7 4800HS,16,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,
Laptop HUAWEI MateBook X Pro i7-10510U 16GB 1000GB SSD GF-MX250 W10P,"13.9"", 3000 x 2000px, Dotykowy",Intel Core i7-10510U,16,1000 GB SSD,NVIDIA GeForce MX250,Windows 10 Professional,,
Laptop MSI GS75 Stealth 9SE i7-9750H 16GB 512GB SSD RTX2060 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop MSI GE75 Raider 9SE i7-9750H 16GB 1000GB 256GB SSD RTX2060 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop MSI GS75 Stealth 9SF i7-9750H 16GB 1000GB SSD GF-RTX 2070 Max-Q W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,
APPLE MacBook Pro 13 i5-8279U 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8279U,8,256 GB SSD,Intel Iris Plus Graphics 655,MacOS Mojave,,
Laptop ASUS ZenBook 15 i5-10210U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop DELL G5 15 5500 i7-10750H 16GB 1000GB SSD GF-RTX 2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,
Laptop ACER ConceptD 3 Pro i7-9750H 8GB 512GB SSD QT1000 W10P,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA Quadro T1000,Windows 10 Professional,,
Laptop MSI Creator 15M i7-10750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop MICROSOFT Surface Go 2 4425Y 8GB 128GB SSD W10S,"10.5"", 1920 x 1280px, Ekran dotykowy",Intel Pentium Gold 4425Y,8,128 GB SSD,Intel UHD Graphics 615,Windows 10 S,,
Laptop ASUS ZenBook Flip 14 UX463FLC i7-10510U 16GB 1000GB SSD GF-MX250 W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-10510U,16,1000 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,
Laptop ASUS Tuf Gaming A17 Ryzen 7 4800H 16GB 512GB SSD GF-GTX 1650Ti W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,
Laptop HP Pavilion 15-DK0037NW i7-9750H 16GB 512GB SSD GF-GTX 1660 Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home,,
Laptop ASUS X543MA-DM502T N4000 4GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Celeron N4000,4,256 GB SSD,Intel UHD Graphics 600,Windows 10 Home,,
Laptop ASUS Rog Strix G15 G512LV i7-10750H 16GB 512GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop ASUS Rog Zephyrus Duo 15 GX550 i7-10875H 16GB 1000GB SSD GF-RTX2070S W10P,"15.6"", 1920 x 1080px",Intel Core i7-10875H,32,1000 GB SSD,NVIDIA GeForce RTX 2070 Super,Windows 10 Professional,,
Laptop ACER Aspire 3 Ryzen 5 3500U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon RX Vega 8,Windows 10 Home,,
Laptop ACER ConceptD 3 i7-9750H 32GB 512GB SSD GF-GTX 1650 W10P,"15.6"", 1920 x 1080px",Intel Core i7-9750H,32,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Professional,,
Laptop ACER ConceptD 3 i7-9750H 32GB 512GB SSD GF-GTX 1650 W10P,"15.6"", 1920 x 1080px",Intel Core i7-9750H,32,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Professional,,
Laptop MSI Modern 14 i5-10210U 8GB 512GB SSD GF-MX 250 W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,
Laptop ASUS ZenBook 15 UX534FAC i7-10510U 16GB 1000GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i7-10510U,16,1000 GB SSD,Intel UHD Graphics,Windows 10 Home,,
